Depth;ProjArea;StraightLength;StraightWidth;WLRatio
298.5;0.0646;0.3491;0.2867;0.821254655
298.5;0.0281;0.239;0.2089;0.874058577
298.5;0.0682;0.473;0.2052;0.433826638
298.5;0.0429;0.2934;0.2452;0.835719155
298.5;0.0144;0.1477;0.1427;0.966147596
298.5;0.334;0.8809;0.6356;0.721534794
298.5;0.0423;0.3086;0.2006;0.650032404
298.5;0.0703;0.4115;0.2493;0.605832321
298.5;0.0037;0.118;0.0396;0.33559322
298.5;0.0262;0.4815;0.0795;0.165109034
298.5;0.048;0.3624;0.1724;0.475717439
298.5;0.1161;0.531;0.3221;0.606591337
298.5;0.0986;0.5305;0.2552;0.481055608
298.5;0.0426;0.2937;0.2142;0.729315628
298.5;0.0301;0.3609;0.1132;0.313660294
298.5;0.0744;0.3681;0.361;0.980711763
298.5;0.014;0.2429;0.1027;0.42280774
298.5;0.0014;0.0633;0.0317;0.500789889
298.5;0.0117;0.1769;0.0885;0.500282646
298.5;0.0716;0.4756;0.2027;0.426198486
299.5;0.0344;0.2493;0.1877;0.752908143
299.5;0.0405;0.2554;0.2304;0.90211433
299.5;0.0383;0.402;0.1288;0.32039801
299.5;0.0154;0.6282;0.034;0.054122891
299.5;0.0575;0.3332;0.2458;0.737695078
299.5;0.0443;0.2901;0.2464;0.849362289
299.5;0.0379;0.3399;0.1738;0.511326861
299.5;0.0441;0.3336;0.2109;0.632194245
299.5;0.0749;1.0938;0.0904;0.08264765
299.5;0.1236;0.5525;0.3507;0.634751131
299.5;0.0496;0.3338;0.2063;0.618034751
299.5;0.0493;0.346;0.1756;0.507514451
299.5;0.0622;0.4098;0.2429;0.59272816
299.5;0.0167;0.3749;0.073;0.194718592
299.5;0.044;0.3616;0.1881;0.520188053
299.5;0.0358;0.2596;0.2194;0.845146379
299.5;0.0021;0.0571;0.0507;0.887915937
299.5;0.039;0.6892;0.0791;0.114770749
299.5;0.0322;0.2632;0.168;0.638297872
299.5;0.0487;0.2891;0.2653;0.917675545
299.5;0.2406;0.6358;0.4932;0.775715634
299.5;0.0703;0.661;0.1385;0.209531014
299.5;0.1126;0.4591;0.4142;0.902199956
299.5;0.0424;0.2868;0.2318;0.808228731
299.5;0.0501;0.2968;0.2744;0.924528302
299.5;0.0498;0.3805;0.2283;0.6
299.5;0.0198;0.5457;0.0478;0.087593916
299.5;0.0736;0.4229;0.2427;0.573894538
299.5;0.0212;0.4671;0.0753;0.16120745
299.5;0.1334;0.4777;0.4215;0.882352941
299.5;0.033;0.2743;0.1833;0.668246445
299.5;0.0545;0.3311;0.2332;0.704318937
299.5;0.0507;0.3374;0.2194;0.650266746
299.5;0.0393;0.253;0.2123;0.839130435
300.5;0.0756;0.6859;0.1412;0.205860913
300.5;0.0236;0.4352;0.0681;0.156479779
300.5;0.0232;0.5306;0.0638;0.120241236
300.5;0.0305;0.2641;0.1835;0.694812571
300.5;0.0272;0.2239;0.1778;0.794104511
300.5;0.0298;0.2332;0.2207;0.946397942
300.5;0.0081;0.1433;0.0874;0.609909281
300.5;0.0203;0.6807;0.0576;0.084618775
300.5;0.0146;0.372;0.0531;0.142741935
300.5;0.0514;0.3617;0.1971;0.544926735
300.5;0.0241;0.3569;0.0869;0.24348557
300.5;0.0291;0.2579;0.1653;0.640946103
300.5;0.0695;0.6921;0.1276;0.184366421
300.5;0.0221;0.5374;0.0605;0.112579084
300.5;0.0648;0.3291;0.2732;0.830142814
300.5;0.0492;0.3338;0.2361;0.707309766
300.5;0.0385;0.2678;0.1942;0.725168036
300.5;0.0042;0.1808;0.0301;0.166482301
300.5;0.028;0.3326;0.1153;0.346662658
300.5;0.0667;0.4817;0.2533;0.525845962
300.5;0.067;0.5245;0.1738;0.331363203
300.5;0.0067;0.1927;0.0478;0.24805397
300.5;0.0467;0.5777;0.0966;0.167214817
300.5;0.0583;0.7024;0.1153;0.164151481
300.5;0.1244;0.5439;0.3357;0.617209046
300.5;0.0284;0.2361;0.1615;0.68403219
300.5;0.0024;0.0938;0.0301;0.320895522
300.5;0.0249;0.2416;0.1724;0.713576159
300.5;0.035;0.5332;0.0876;0.164291073
300.5;0.0603;0.3234;0.2753;0.85126778
300.5;0.0216;0.7565;0.0358;0.047323199
300.5;0.0391;0.8364;0.0791;0.094571975
300.5;0.0161;0.3912;0.0584;0.149284254
300.5;0.0101;0.1459;0.1009;0.691569568
300.5;0.0158;0.1724;0.1439;0.834686775
300.5;0.0169;0.5786;0.0358;0.061873488
300.5;0.0419;0.3081;0.2131;0.691658552
300.5;0.0402;0.3416;0.1785;0.522540984
300.5;0.0077;0.1242;0.0761;0.612721417
300.5;0.1567;0.6149;0.452;0.735078875
301.5;0.0408;0.3111;0.2071;0.665702347
301.5;0.0312;0.2803;0.1626;0.580092758
301.5;0.0454;0.315;0.2282;0.724444444
301.5;0.0476;0.8296;0.0874;0.105351977
301.5;0.0063;0.1412;0.0528;0.373937677
301.5;0.0508;0.3331;0.2054;0.616631642
301.5;0.0311;0.2654;0.1946;0.733232856
301.5;0.014;0.6057;0.0396;0.0653789
301.5;0.0034;0.0701;0.0653;0.931526391
301.5;0.0224;0.5875;0.0717;0.122042553
301.5;0.016;0.3897;0.0595;0.15268155
301.5;0.0379;0.3136;0.1806;0.575892857
301.5;0.0027;0.0701;0.0528;0.7532097
301.5;0.0036;0.1788;0.025;0.139821029
301.5;0.0312;0.3942;0.1444;0.366311517
301.5;0.0195;0.2464;0.1232;0.5
301.5;0.0636;0.4427;0.2267;0.512084933
301.5;0.0486;0.3433;0.2176;0.633847946
301.5;0.0204;0.4756;0.0674;0.141715728
301.5;0.0922;0.4365;0.2798;0.641008018
301.5;0.0295;0.4674;0.0854;0.18271288
301.5;0.0398;0.3291;0.1646;0.50015193
301.5;0.0503;0.561;0.1032;0.183957219
301.5;0.0663;0.6802;0.1292;0.189944134
301.5;0.0531;0.3018;0.2447;0.810801856
301.5;0.0257;0.3585;0.1232;0.343654114
301.5;0.0263;0.2576;0.1692;0.656832298
301.5;0.2042;0.6949;0.4248;0.61131098
301.5;0.0715;0.3313;0.3151;0.95110172
301.5;0.0362;0.2956;0.2256;0.763193505
301.5;0.0697;0.4036;0.2283;0.565659068
301.5;0.0319;0.2454;0.1778;0.724531377
301.5;0.026;0.6406;0.0676;0.105526069
301.5;0.0117;0.2194;0.0717;0.326800365
301.5;0.0782;0.4449;0.2929;0.658350191
301.5;0.0027;0.0655;0.0478;0.729770992
301.5;0.0145;0.3362;0.0655;0.194824509
301.5;0.045;0.3575;0.1699;0.475244755
301.5;0.0632;0.3496;0.2701;0.772597254
301.5;0.0311;0.2901;0.1748;0.602550845
301.5;0.0206;0.1741;0.1662;0.954623779
301.5;0.0574;0.7383;0.1027;0.139103346
301.5;0.0476;0.3246;0.2183;0.672520025
301.5;0.0352;0.343;0.1603;0.467346939
301.5;0.0271;0.269;0.1683;0.625650558
301.5;0.0474;0.3399;0.1912;0.562518388
301.5;0.1135;0.4206;0.3927;0.933666191
301.5;0.0383;0.5859;0.0826;0.140979689
301.5;0.1807;0.7248;0.3259;0.44964128
301.5;0.1288;1.6094;0.1288;0.080029825
301.5;0.0432;0.2764;0.2189;0.791968162
301.5;0.0009;0.0615;0.028;0.455284553
301.5;0.0462;0.3206;0.1853;0.57797879
302.5;0.0371;0.4761;0.1228;0.257929007
302.5;0.0342;0.5001;0.1032;0.206358728
302.5;0.0395;0.3253;0.1682;0.517061174
302.5;0.0646;0.8224;0.0979;0.119041829
302.5;0.019;0.402;0.0638;0.158706468
302.5;0.0274;0.7587;0.0437;0.057598524
302.5;0.0282;0.3681;0.0904;0.245585439
302.5;0.0426;0.3162;0.2076;0.65654649
302.5;0.0072;0.2552;0.0407;0.159482759
302.5;0.0233;0.1914;0.1507;0.787356322
302.5;0.0289;0.448;0.0951;0.212276786
302.5;0.3169;1.0709;0.3942;0.368101597
302.5;0.057;0.3108;0.263;0.846203346
302.5;0.034;0.2707;0.1823;0.673439232
302.5;0.1264;1.0616;0.2608;0.245666918
302.5;0.0021;0.0683;0.0358;0.524158126
302.5;0.0361;0.3244;0.191;0.588779285
302.5;0.0039;0.0839;0.0638;0.760429082
302.5;0.0179;0.2707;0.0958;0.353897303
302.5;0.0301;0.4828;0.0897;0.185791218
302.5;0.0495;0.388;0.1862;0.479896907
302.5;0.0499;0.3061;0.253;0.826527279
302.5;0.0636;0.4118;0.2812;0.682855755
302.5;0.0364;0.2841;0.2064;0.726504752
302.5;0.0319;0.2778;0.1614;0.580993521
302.5;0.0125;0.2478;0.0674;0.271993543
302.5;0.063;0.3464;0.2888;0.833718245
302.5;0.0543;0.3689;0.2006;0.543778802
302.5;0.0201;0.5284;0.0507;0.095950038
302.5;0.042;0.3529;0.1791;0.507509209
302.5;0.0135;0.1846;0.1276;0.691224269
302.5;0.0381;0.2485;0.2236;0.899798793
302.5;0.0121;0.3279;0.0481;0.146691064
302.5;0.0017;0.0633;0.0317;0.500789889
302.5;0.2853;0.8862;0.4601;0.519183029
302.5;0.0436;0.2809;0.2493;0.88750445
302.5;0.037;0.7359;0.0674;0.091588531
302.5;0.0504;0.3034;0.2812;0.926829268
302.5;0.0392;0.46;0.1311;0.285
302.5;0.0341;0.4442;0.139;0.312922107
302.5;0.0162;0.418;0.0701;0.167703349
302.5;0.0633;0.4655;0.1778;0.381954887
302.5;0.0311;0.2623;0.1767;0.673656119
302.5;0.1978;0.6134;0.4397;0.716824258
302.5;0.0648;0.3929;0.2392;0.608806312
302.5;0.0528;0.3248;0.2258;0.695197044
302.5;0.1278;0.4658;0.4457;0.956848433
302.5;0.0554;0.5806;0.1277;0.219944885
302.5;0.2505;1.1298;0.2974;0.263232431
302.5;0.2087;0.7975;0.3512;0.440376176
302.5;0.0318;0.2709;0.1634;0.603174603
302.5;0.029;0.2356;0.1798;0.763157895
303.5;0.0065;0.1522;0.0605;0.397503285
303.5;0.001;0.0751;0.0202;0.2689747
303.5;0.0702;0.533;0.2351;0.44108818
303.5;0.0308;0.4859;0.0815;0.167729986
303.5;0.0506;0.3005;0.2579;0.858236273
303.5;0.0303;0.2263;0.1757;0.776403005
303.5;0.0322;0.263;0.1881;0.715209125
303.5;0.0445;0.6245;0.0904;0.144755805
303.5;0.0028;0.0717;0.056;0.781032078
303.5;0.0411;0.7003;0.0727;0.103812652
303.5;0.1601;1.2969;0.1738;0.134011874
303.5;0.0492;0.3496;0.2106;0.602402746
303.5;0.0021;0.0655;0.0375;0.572519084
303.5;0.0491;0.3095;0.2416;0.780613893
303.5;0.0183;0.4438;0.0852;0.191978369
303.5;0.0322;1.033;0.0531;0.051403679
303.5;0.0525;0.8387;0.0956;0.113985931
303.5;0.0317;0.2634;0.2185;0.829536826
303.5;0.0209;0.1958;0.1477;0.754341164
303.5;0.0718;0.9349;0.099;0.105893678
303.5;0.0488;0.3762;0.1833;0.487240829
303.5;0.0249;0.5691;0.0701;0.123176946
303.5;0.0678;0.3734;0.2956;0.791644349
303.5;0.0203;0.6169;0.0437;0.070838061
303.5;0.0766;0.9098;0.1133;0.124532864
303.5;0.0725;0.4073;0.3156;0.774858826
303.5;0.0008;0.0653;0.0177;0.271056662
303.5;0.0231;0.2236;0.1459;0.652504472
303.5;0.0258;0.2054;0.1728;0.841285297
303.5;0.079;0.5965;0.1958;0.328248114
303.5;0.06;0.3929;0.2377;0.604988547
303.5;0.0519;0.2968;0.2968;1
303.5;0.034;0.2853;0.1664;0.583245706
303.5;0.0289;0.5987;0.0638;0.106564222
303.5;0.0177;0.2974;0.1125;0.378278413
303.5;0.076;0.5216;0.2006;0.38458589
303.5;0.0452;0.3361;0.1906;0.567093127
303.5;0.0008;0.0571;0.0177;0.309982487
303.5;0.0928;0.8536;0.2266;0.265463918
303.5;0.0691;0.5102;0.2142;0.419835359
303.5;0.0013;0.0761;0.0231;0.303547963
304.5;0.0558;0.6932;0.1126;0.162435084
304.5;0.0409;0.419;0.1893;0.451789976
304.5;0.0039;0.2552;0.028;0.109717868
304.5;0.0905;0.3854;0.3459;0.897509081
304.5;0.0874;0.4597;0.2841;0.618011747
304.5;0.0388;0.4485;0.1086;0.242140468
304.5;0.0204;0.5067;0.0618;0.12196566
304.5;0.0407;1.045;0.0571;0.054641148
304.5;0.0312;0.4048;0.1032;0.254940711
304.5;0.0687;0.3749;0.2675;0.713523606
304.5;0.0215;0.5546;0.0562;0.101334295
304.5;0.0086;0.1592;0.0708;0.444723618
304.5;0.0399;0.6766;0.0683;0.100945906
304.5;0.0238;0.7592;0.0528;0.069546891
304.5;0.0546;0.3079;0.2725;0.885027606
304.5;0.0673;0.3293;0.3238;0.983297905
304.5;0.06;0.4935;0.1402;0.284093212
304.5;0.0468;0.3512;0.191;0.543849658
304.5;0.0211;0.7958;0.0451;0.056672531
304.5;0.0356;0.2375;0.2037;0.857684211
304.5;0.0146;0.4034;0.0626;0.155180962
304.5;0.0099;0.3098;0.0426;0.13750807
304.5;0.0449;0.383;0.1802;0.470496084
304.5;0.0299;0.2627;0.2077;0.790635706
304.5;0.5557;2.0877;0.3732;0.178761316
304.5;0.0102;0.3081;0.0451;0.146381045
304.5;0.118;0.819;0.186;0.227106227
304.5;0.0284;0.2311;0.1978;0.855906534
304.5;0.0251;0.3186;0.1027;0.322347772
304.5;0.0737;0.5122;0.1985;0.387543928
304.5;0.0194;0.5457;0.0653;0.119662818
304.5;0.0426;0.4997;0.1164;0.232939764
304.5;0.0124;0.5306;0.034;0.064078402
304.5;0.1181;0.6925;0.1997;0.288375451
304.5;0.0399;0.2937;0.1806;0.614913177
304.5;0.0406;0.2955;0.2247;0.760406091
304.5;0.0156;0.1777;0.1277;0.718626899
304.5;0.1215;0.794;0.2091;0.263350126
304.5;0.057;0.3305;0.2603;0.787594554
304.5;0.0064;0.2464;0.0358;0.145292208
304.5;0.4345;1.6569;0.393;0.237189933
304.5;0.0104;0.3132;0.0551;0.175925926
304.5;0.0037;0.1013;0.0507;0.500493583
304.5;0.1245;0.7376;0.2251;0.305178959
304.5;0.0234;0.4353;0.1119;0.257064094
304.5;0.0105;0.3013;0.0528;0.175240624
304.5;0.0447;0.3263;0.2194;0.672387374
304.5;0.0025;0.0876;0.0326;0.372146119
304.5;0.0383;0.3878;0.1306;0.336771532
304.5;0.0707;1.0811;0.1477;0.136620109
304.5;2.1703;2.5628;1.0804;0.421570158
304.5;0.0367;0.5742;0.1009;0.175722745
304.5;0.0522;0.3318;0.3151;0.949668475
304.5;0.0028;0.159;0.028;0.176100629
304.5;0.0282;0.5662;0.0708;0.125044154
304.5;0.0447;0.6303;0.0938;0.148818023
304.5;0.0564;1.4803;0.0638;0.043099372
304.5;0.0613;0.9467;0.0956;0.10098236
304.5;0.1197;0.7419;0.2457;0.331176708
304.5;0.0384;0.676;0.0847;0.125295858
304.5;0.0723;0.392;0.2968;0.757142857
304.5;0.0362;0.2473;0.2272;0.9187222
304.5;0.1259;1.1906;0.1536;0.129010583
304.5;0.0403;0.3083;0.2458;0.797275381
304.5;0.0203;0.546;0.0551;0.100915751
305.5;0.0739;0.3806;0.3527;0.926694693
305.5;0.3064;1.3963;0.3929;0.281386522
305.5;0.051;0.338;0.2249;0.665384615
305.5;0.083;0.4568;0.2533;0.554509632
305.5;0.1959;0.6459;0.4751;0.735562781
305.5;0.0379;0.28;0.1962;0.700714286
305.5;0.0564;0.3257;0.2639;0.810254836
305.5;0.0625;0.3504;0.3268;0.932648402
305.5;0.0485;0.3049;0.2574;0.844211217
305.5;0.0024;0.0736;0.0507;0.688858696
305.5;0.095;0.4733;0.3158;0.667230087
305.5;0.063;0.4265;0.23;0.539273154
305.5;0.0221;0.2495;0.1133;0.454108216
305.5;0.075;0.3787;0.315;0.831792976
305.5;0.0223;0.3366;0.0904;0.268568033
305.5;0.0704;1.6371;0.0655;0.040009773
305.5;0.0332;0.4346;0.1086;0.249884952
305.5;0.0715;0.3703;0.3453;0.932487173
305.5;0.0117;0.266;0.0584;0.219548872
305.5;0.0008;0.0571;0.0231;0.404553415
305.5;0.0007;0.0603;0.0177;0.293532338
305.5;0.0433;0.2936;0.1916;0.652588556
305.5;0.0012;0.0562;0.0231;0.411032028
305.5;0.0013;0.0516;0.034;0.658914729
305.5;0.0162;0.3079;0.0655;0.212731406
305.5;0.0261;0.2485;0.1584;0.637424547
305.5;0.0516;0.3168;0.244;0.77020202
305.5;0.0423;0.2658;0.2063;0.776147479
305.5;0.0163;0.3403;0.0753;0.221275345
305.5;0.0901;1.0546;0.1257;0.119192111
305.5;0.0335;0.2568;0.1822;0.709501558
305.5;0.0546;0.8583;0.0856;0.099732028
305.5;0.0042;0.119;0.0516;0.433613445
305.5;0.0329;0.2888;0.1683;0.582756233
305.5;0.0218;0.5295;0.1713;0.323512748
305.5;0.0118;0.1929;0.0777;0.402799378
305.5;0.037;0.6159;0.0785;0.127455756
305.5;0.1425;0.5832;0.3253;0.557784636
305.5;0.0456;0.3206;0.2179;0.679663132
305.5;0.3982;1.1525;0.5048;0.438004338
305.5;0.0186;0.2888;0.1076;0.372576177
305.5;0.0883;0.9287;0.1798;0.193603963
305.5;0.0498;0.3095;0.281;0.907915994
306.5;0.1133;0.5428;0.3561;0.656042741
306.5;0.0327;0.3612;0.1737;0.48089701
306.5;0.074;0.507;0.2182;0.430374753
306.5;0.0583;0.3773;0.2686;0.711900345
306.5;0.0538;0.6815;0.1013;0.1486427
306.5;0.0439;1.0615;0.0528;0.049740933
306.5;0.1148;0.4443;0.4215;0.948683322
306.5;0.0346;0.5093;0.0761;0.149420774
306.5;0.0478;0.3238;0.1893;0.584620136
306.5;0.1465;0.5537;0.3393;0.612786708
306.5;0.0402;0.2592;0.2416;0.932098765
306.5;0.0652;0.3366;0.2851;0.846999406
306.5;0.0377;0.2956;0.2179;0.73714479
306.5;0.0391;0.3248;0.1822;0.560960591
306.5;0.8231;1.277;0.8957;0.701409554
306.5;0.0838;0.4289;0.2735;0.63767778
306.5;0.0596;0.3435;0.2238;0.651528384
306.5;0.0014;0.0626;0.034;0.54313099
306.5;0.1245;0.4718;0.3787;0.802670623
306.5;0.0381;0.3132;0.1469;0.469029374
306.5;0.0402;0.8861;0.0638;0.072000903
306.5;0.0482;0.3543;0.2213;0.624611911
306.5;0.0357;0.5841;0.0727;0.124464989
306.5;0.0266;0.5025;0.0674;0.134129353
306.5;0.03;0.2327;0.1877;0.806617963
306.5;0.0472;0.309;0.23;0.74433657
306.5;0.0842;1.1368;0.1102;0.096938776
306.5;0.0112;0.4909;0.0301;0.06131595
306.5;0.1063;0.6253;0.2176;0.347992963
306.5;0.0548;0.3764;0.2337;0.62088204
306.5;0.191;1.2181;0.1822;0.14957721
306.5;0.1033;0.8033;0.1664;0.207145525
306.5;0.0223;0.5511;0.05;0.090727636
306.5;0.0624;0.3503;0.2252;0.642877534
306.5;0.0511;0.4712;0.1464;0.310696095
306.5;0.0281;0.2403;0.1778;0.739908448
306.5;0.0306;0.2537;0.1548;0.610169492
306.5;0.0768;0.4393;0.2771;0.630776235
306.5;0.0643;0.3387;0.2651;0.782698553
306.5;0.0366;0.4143;0.1415;0.341539947
306.5;0.0406;0.288;0.1902;0.660416667
306.5;0.0068;0.1056;0.0854;0.808712121
306.5;0.923;1.3568;0.8461;0.623599646
306.5;0.0657;0.3571;0.2843;0.796135536
306.5;0.003;0.1153;0.0426;0.369470945
306.5;0.0585;0.4357;0.1657;0.380307551
306.5;0.0018;0.0902;0.0231;0.256097561
306.5;0.0862;0.4424;0.2953;0.667495479
307.5;0.0241;0.585;0.0528;0.09025641
307.5;0.0334;0.2515;0.2161;0.859244533
307.5;0.0592;0.3643;0.2228;0.611583859
307.5;0.0273;0.4387;0.0795;0.181217233
307.5;0.0442;0.3382;0.1949;0.576286221
307.5;0.034;0.2228;0.1997;0.896319569
307.5;0.0363;0.2725;0.1893;0.694678899
307.5;0.0382;0.2686;0.2127;0.791883842
307.5;0.0166;0.1958;0.1399;0.714504597
307.5;0.0816;0.6636;0.1727;0.260247137
307.5;0.0018;0.0736;0.034;0.461956522
307.5;0.0557;0.7313;0.0958;0.13099959
307.5;0.073;0.3609;0.2908;0.805763369
307.5;0.0551;0.4989;0.1528;0.306273802
307.5;0.0437;0.3507;0.1971;0.56201882
307.5;0.0392;0.3012;0.1724;0.572377158
307.5;0.0394;0.266;0.2538;0.954135338
307.5;0.0673;0.3649;0.2641;0.723759934
307.5;0.059;0.3909;0.2329;0.595804554
307.5;0.0841;0.4109;0.2908;0.707714772
307.5;0.0355;0.3073;0.1657;0.539212496
307.5;0.1657;0.7621;0.3399;0.446004461
307.5;0.0717;0.402;0.2318;0.576616915
307.5;0.0256;0.216;0.1757;0.813425926
307.5;0.0375;0.2837;0.1968;0.693690518
307.5;0.06;0.5935;0.1472;0.248020219
307.5;0.0584;0.3569;0.2337;0.654805268
307.5;0.0734;0.3954;0.2878;0.727870511
307.5;0.0731;0.3942;0.3057;0.775494673
307.5;0.0234;0.2266;0.1536;0.677846425
307.5;0.0233;0.2089;0.1638;0.784107228
307.5;0.0428;0.2751;0.2528;0.918938568
307.5;0.0381;0.406;0.1576;0.38817734
307.5;0.0526;0.2877;0.2483;0.86305179
307.5;0.0359;0.3374;0.1548;0.458802608
307.5;0.032;0.3117;0.1382;0.44337504
307.5;0.0724;0.8433;0.1075;0.127475394
307.5;0.0404;0.2898;0.1812;0.625258799
307.5;0.1049;0.5005;0.3303;0.65994006
307.5;0.0646;0.4056;0.2403;0.592455621
307.5;0.02;0.1888;0.1317;0.697563559
307.5;0.069;0.4256;0.2632;0.618421053
307.5;0.1664;0.5331;0.4853;0.910335772
307.5;0.0025;0.0727;0.0426;0.585969739
307.5;0.0591;0.3618;0.2313;0.639303483
307.5;0.0627;0.3658;0.2249;0.61481684
308.5;0.0456;0.3938;0.158;0.401218893
308.5;0.0283;0.2153;0.1927;0.89503019
308.5;0.0454;0.2788;0.2282;0.818507891
308.5;0.0274;0.2173;0.2118;0.97468937
308.5;0.017;0.6005;0.0375;0.06244796
308.5;0.0295;0.7959;0.0528;0.066339992
308.5;0.1158;0.5469;0.3393;0.620405924
308.5;0.0569;0.8978;0.133;0.148139898
308.5;0.1074;0.4585;0.3358;0.732388222
308.5;0.0264;0.5892;0.0626;0.106245757
308.5;0.0658;0.4106;0.2194;0.53433999
308.5;0.035;0.2567;0.1929;0.751460849
308.5;0.0241;0.7393;0.056;0.075747329
308.5;0.0291;0.2421;0.1769;0.730689798
308.5;0.0296;0.5134;0.1133;0.220685625
308.5;0.0426;0.2843;0.2327;0.818501583
308.5;0.0803;0.379;0.3165;0.835092348
308.5;0.1238;0.4658;0.4457;0.956848433
308.5;0.0853;0.4318;0.2658;0.615562761
308.5;0.0336;0.2375;0.2253;0.948631579
308.5;0.0485;0.372;0.2968;0.797849462
308.5;0.0477;0.3543;0.1968;0.555461473
308.5;0.057;0.3521;0.2407;0.68361261
308.5;0.0543;0.3561;0.254;0.713282786
308.5;0.0679;0.4894;0.1914;0.391091132
308.5;0.0312;0.262;0.2089;0.797328244
308.5;0.0474;0.3065;0.2535;0.827079935
308.5;0.0296;0.2653;0.1577;0.59442141
308.5;0.0462;0.3222;0.2338;0.725636251
308.5;0.2174;0.8095;0.3339;0.412476838
308.5;0.0718;0.4879;0.1827;0.37446198
308.5;0.0478;0.3044;0.2563;0.841984231
308.5;0.1115;0.5202;0.361;0.69396386
308.5;0.0455;0.3406;0.2076;0.609512625
308.5;0.0395;0.2904;0.1852;0.637741047
308.5;0.0554;0.8849;0.0847;0.09571703
308.5;0.0268;0.3141;0.1125;0.358166189
308.5;0.1377;0.6158;0.3275;0.531828516
308.5;0.1078;0.6117;0.2438;0.398561386
308.5;0.0763;0.5282;0.1757;0.332639152
308.5;0.0079;0.2725;0.0426;0.156330275
308.5;0.0438;0.3234;0.2082;0.643784787
309.5;0.0251;0.2707;0.1464;0.540820096
309.5;0.0914;0.4939;0.2528;0.511844503
309.5;0.024;0.2194;0.152;0.692798541
309.5;0.0348;0.2612;0.1987;0.760719755
309.5;0.0578;0.3602;0.2027;0.562742921
309.5;0.0502;0.3609;0.1978;0.548074259
309.5;0.094;0.5252;0.3298;0.627951257
309.5;0.0648;0.3588;0.2918;0.813266444
309.5;0.1908;1.1404;0.3881;0.340319186
309.5;0.033;0.2794;0.1584;0.566929134
309.5;0.0458;0.348;0.2082;0.598275862
309.5;0.0394;0.3505;0.1702;0.485592011
309.5;0.0048;0.1032;0.0595;0.576550388
309.5;0.06;0.3885;0.2458;0.632689833
309.5;0.0357;0.2837;0.2131;0.751145576
309.5;0.0353;0.2297;0.2049;0.892033087
309.5;0.0276;0.2145;0.186;0.867132867
309.5;0.0235;0.2421;0.1335;0.551425031
309.5;0.0737;0.395;0.2675;0.67721519
309.5;0.0533;0.4314;0.1481;0.343300881
309.5;0.0488;0.4098;0.1536;0.374816984
309.5;0.0399;0.2868;0.1985;0.692119944
309.5;0.0856;0.4723;0.2646;0.560237137
309.5;0.0253;0.4544;0.0996;0.219190141
309.5;0.0921;0.4299;0.3024;0.7034194
309.5;0.0248;0.4985;0.0674;0.135205617
309.5;0.0521;0.3564;0.2057;0.577160494
309.5;0.0716;0.4104;0.2603;0.634259259
309.5;0.0612;0.4056;0.2454;0.605029586
309.5;0.0223;0.5842;0.0516;0.088325916
309.5;0.006;0.1669;0.0516;0.309167166
309.5;0.017;0.1853;0.1527;0.824069077
309.5;0.0367;0.2723;0.2327;0.854572163
309.5;0.0546;0.3819;0.187;0.489656978
309.5;0.0381;0.2832;0.2115;0.746822034
309.5;0.0571;0.3559;0.2238;0.628828323
309.5;0.001;0.0516;0.0231;0.447674419
309.5;0.043;0.3995;0.1556;0.389486859
309.5;0.0816;0.6837;0.2788;0.407781191
309.5;0.0084;0.2395;0.0437;0.182463466
309.5;0.0883;0.3744;0.3183;0.850160256
309.5;0.0479;0.2974;0.2258;0.759246806
309.5;0.0408;0.3167;0.191;0.603094411
309.5;0.0786;0.4261;0.2832;0.664632715
309.5;0.0013;0.0528;0.0375;0.710227273
309.5;0.0343;0.2747;0.1682;0.612304332
309.5;0.0306;0.2307;0.187;0.810576506
309.5;0.0794;0.5541;0.2018;0.364194189
309.5;0.0314;0.2335;0.2018;0.864239829
309.5;0.0538;0.3339;0.311;0.931416592
310.5;0.0523;0.3923;0.185;0.471577874
310.5;0.0266;0.6606;0.05;0.075688768
310.5;0.0901;0.482;0.2898;0.601244813
310.5;0.0311;0.5149;0.0911;0.176927559
310.5;0.0358;0.2873;0.1687;0.587191089
310.5;0.0201;0.2552;0.1168;0.457680251
310.5;0.0636;0.3672;0.2659;0.72412854
310.5;0.0559;0.5646;0.1363;0.241409848
310.5;0.0371;0.7077;0.0683;0.096509821
310.5;0.0554;0.3205;0.2675;0.834633385
310.5;0.0416;0.3491;0.2037;0.58350043
310.5;0.0878;0.4241;0.3624;0.854515444
310.5;0.1113;0.5039;0.3191;0.633260568
310.5;0.072;0.4159;0.2623;0.630680452
310.5;0.0337;0.7359;0.0595;0.080853377
310.5;0.0403;0.2816;0.2286;0.811789773
310.5;0.0255;0.2653;0.1752;0.66038447
310.5;0.0455;0.4795;0.1262;0.263190824
310.5;0.1391;0.5906;0.3529;0.597527938
310.5;0.0954;0.4511;0.273;0.60518732
310.5;0.0586;0.6295;0.143;0.227164416
310.5;0.0314;0.2908;0.1929;0.663342503
310.5;0.0732;0.4063;0.3067;0.75486094
310.5;0.0531;0.3456;0.2304;0.666666667
310.5;0.1141;0.4971;0.3314;0.666666667
310.5;0.0306;0.263;0.1791;0.680988593
310.5;0.0471;0.3811;0.1626;0.426659669
310.5;0.0192;0.1735;0.14;0.806916427
310.5;0.1017;0.4154;0.3904;0.939817044
310.5;0.0337;0.2528;0.2194;0.867879747
310.5;0.0702;0.3956;0.288;0.728008089
