Site;Depth;ProjArea;StraightLength;StraightWidth;WLRatio
NGO;45;0.101793641;1.415865356;0.138221161;0.0976
NGO;45;0.106601328;1.418269287;0.236778839;0.1669
NGO;45;0.205898672;1.885817261;0.256009613;0.1358
NGO;45;0.80991125;2.574519287;0.532451904;0.2068
NGO;46;0.002218935;0.08653846;0.028846153;0.3333
NGO;46;0.004068047;0.163461533;0.03966346;0.2426
NGO;46;0.004807692;0.18629808;0.05408654;0.2903
NGO;46;0.006194527;0.23317308;0.040865383;0.1753
NGO;46;0.007303994;0.258413452;0.046875;0.1814
NGO;46;0.011649408;0.391826935;0.044471153;0.1135
NGO;46;0.012296598;0.293269226;0.084134613;0.2869
NGO;46;0.013221154;0.383413452;0.05528846;0.1442
NGO;46;0.015717456;0.546875;0.056490383;0.1033
NGO;46;0.018028846;0.340144226;0.120192307;0.3534
NGO;46;0.018860947;0.539663452;0.051682693;0.0958
NGO;46;0.019045857;0.599759644;0.048076923;0.0802
NGO;46;0.020802516;0.53365387;0.061298077;0.1149
NGO;46;0.020894971;0.68509613;0.056490383;0.0825
NGO;46;0.023668639;0.745192322;0.066105766;0.0887
NGO;46;0.024130918;0.355769226;0.096153847;0.2703
NGO;46;0.025795119;0.498798065;0.09375;0.1880
NGO;46;0.025980029;0.461538452;0.09495192;0.2057
NGO;46;0.026072484;0.665865356;0.066105766;0.0993
NGO;46;0.026257396;0.25;0.174278839;0.6971
NGO;46;0.026257396;0.385817322;0.099759613;0.2586
NGO;46;0.026534764;0.495192322;0.129807693;0.2621
NGO;46;0.032451924;0.646634644;0.114182693;0.1766
NGO;46;0.035318047;0.510817322;0.112980766;0.2212
NGO;46;0.036150148;0.526442322;0.192307693;0.3653
NGO;46;0.036797336;0.617788452;0.104567307;0.1693
NGO;46;0.037999262;0.835336548;0.090144234;0.1079
NGO;46;0.039940828;0.287259613;0.194711533;0.6778
NGO;46;0.042159762;0.3125;0.225961533;0.7231
NGO;46;0.042437129;0.844951904;0.145432693;0.1721
NGO;46;0.042529586;0.498798065;0.12379808;0.2482
NGO;46;0.044378699;0.597355774;0.11778846;0.1972
NGO;46;0.051312871;0.758413452;0.111778847;0.1474
NGO;46;0.057230031;0.805288452;0.121394234;0.1507
NGO;46;0.069064352;0.543269226;0.198317307;0.3650
NGO;46;0.073039938;0.819711548;0.138221161;0.1686
NGO;46;0.081545859;1.506009644;0.114182693;0.0758
NGO;46;0.105491867;0.95072113;0.211538467;0.2225
NGO;47;0.002681213;0.106971153;0.044471153;0.4157
NGO;47;0.002681213;0.11658654;0.046875;0.4021
NGO;47;0.00739645;0.252403839;0.048076923;0.1905
NGO;47;0.008321006;0.258413452;0.060096153;0.2326
NGO;47;0.011002219;0.270432678;0.067307693;0.2489
NGO;47;0.012296598;0.413461548;0.048076923;0.1163
NGO;47;0.012389054;0.394230774;0.05528846;0.1402
NGO;47;0.012851331;0.282451935;0.074519234;0.2638
NGO;47;0.014885355;0.344951935;0.06971154;0.2021
NGO;47;0.015070267;0.368990387;0.07692308;0.2085
NGO;47;0.015532544;0.521634644;0.060096153;0.1152
NGO;47;0.017104289;0.492788452;0.060096153;0.1220
NGO;47;0.018121303;0.25120192;0.115384613;0.4593
NGO;47;0.023113906;0.550480774;0.072115387;0.1310
NGO;47;0.023206361;0.65625;0.067307693;0.1026
NGO;47;0.024593195;0.534855774;0.084134613;0.1573
NGO;47;0.026627219;0.637019226;0.137019226;0.2151
NGO;47;0.028383875;0.455528839;0.132211533;0.2902
NGO;47;0.030048076;0.451923065;0.145432693;0.3218
NGO;47;0.030325443;1.025240356;0.052884617;0.0516
NGO;47;0.030972633;0.657451904;0.073317307;0.1115
NGO;47;0.031065088;0.739182678;0.074519234;0.1008
NGO;47;0.031157545;0.307692322;0.210336533;0.6836
NGO;47;0.033006656;0.457932678;0.147836533;0.3228
NGO;47;0.039848371;0.536057678;0.114182693;0.2130
NGO;47;0.045025887;0.478365387;0.348557678;0.7286
NGO;47;0.04705991;0.576923096;0.11658654;0.2021
NGO;47;0.054086539;0.852163452;0.098557693;0.1157
NGO;47;0.055103551;0.784855774;0.09495192;0.1210
NGO;47;0.071838016;0.926682678;0.129807693;0.1401
NGO;47;0.073039938;0.524038452;0.229567307;0.4381
NGO;47;0.082562867;1.623798096;0.265625;0.1636
NGO;47;0.092363164;0.95552887;0.205528839;0.2151
NGO;48;0.001756657;0.090144234;0.032451923;0.3600
NGO;48;0.002034024;0.105769234;0.03485577;0.3295
NGO;48;0.002496302;0.097355766;0.03846154;0.3951
NGO;48;0.002496302;0.144230774;0.028846153;0.2000
NGO;48;0.002773669;0.135817307;0.040865383;0.3009
NGO;48;0.002773669;0.099759613;0.037259617;0.3735
NGO;48;0.003328402;0.149038467;0.03485577;0.2339
NGO;48;0.003420858;0.193509613;0.037259617;0.1925
NGO;48;0.003698225;0.137019226;0.036057693;0.2632
NGO;48;0.003975592;0.158653839;0.04326923;0.2727
NGO;48;0.004715237;0.176682693;0.046875;0.2653
NGO;48;0.005362426;0.183894226;0.057692307;0.3137
NGO;48;0.005732249;0.206730774;0.049278847;0.2384
NGO;48;0.007951184;0.325721161;0.040865383;0.1255
NGO;48;0.010262574;0.376201935;0.045673077;0.1214
NGO;48;0.010632396;0.432692322;0.036057693;0.0833
NGO;48;0.012573965;0.465144226;0.049278847;0.1059
NGO;48;0.013590977;0.403846161;0.057692307;0.1429
NGO;48;0.014238166;0.426682678;0.05408654;0.1268
NGO;48;0.019323225;0.429086548;0.090144234;0.2101
NGO;48;0.01941568;0.318509613;0.098557693;0.3094
NGO;48;0.020617604;0.382211548;0.104567307;0.2736
NGO;48;0.02154216;0.348557678;0.11778846;0.3379
NGO;48;0.02237426;0.858173096;0.05528846;0.0644
NGO;48;0.023946006;0.492788452;0.323317322;0.6561
NGO;48;0.024038461;0.419471161;0.09495192;0.2264
NGO;48;0.029585799;0.824519226;0.06971154;0.0845
NGO;48;0.029770711;0.58052887;0.073317307;0.1263
NGO;48;0.031434912;0.5625;0.08653846;0.1538
NGO;48;0.031804734;0.68509613;0.104567307;0.1526
NGO;48;0.036242605;1.364182739;0.061298077;0.0449
NGO;48;0.046505176;0.320913452;0.240384613;0.7491
NGO;48;0.048446746;0.342548065;0.240384613;0.7018
NGO;48;0.053531805;0.91947113;0.11778846;0.1281
NGO;48;0.057877219;0.847355774;0.099759613;0.1177
NGO;48;0.075166422;1.396634644;0.289663452;0.2074
NGO;48;0.106971156;1.972355713;0.09495192;0.0481
NGO;48;0.15782175;1.915865356;0.18629808;0.0972
NGO;49;0.001017012;0.07692308;0.01923077;0.2500
NGO;49;0.00147929;0.07692308;0.028846153;0.3750
NGO;49;0.001571746;0.07932692;0.04326923;0.5455
NGO;49;0.001941568;0.106971153;0.03125;0.2921
NGO;49;0.002034024;0.099759613;0.037259617;0.3735
NGO;49;0.002126479;0.087740387;0.048076923;0.5479
NGO;49;0.002311391;0.105769234;0.03485577;0.3295
NGO;49;0.002403846;0.10817308;0.03966346;0.3667
NGO;49;0.002588757;0.151442307;0.033653847;0.2222
NGO;49;0.002866124;0.091346153;0.05408654;0.5921
NGO;49;0.00295858;0.132211533;0.036057693;0.2727
NGO;49;0.003051035;0.146634613;0.036057693;0.2459
NGO;49;0.003235947;0.171875;0.033653847;0.1958
NGO;49;0.003605769;0.127403847;0.03846154;0.3019
NGO;49;0.003883136;0.203125;0.03846154;0.1893
NGO;49;0.005177515;0.189903839;0.040865383;0.2152
NGO;49;0.005362426;0.243990387;0.033653847;0.1379
NGO;49;0.006009615;0.209134613;0.060096153;0.2874
NGO;49;0.006009615;0.213942307;0.03966346;0.1854
NGO;49;0.007211539;0.331730774;0.04326923;0.1304
NGO;49;0.007303994;0.286057678;0.046875;0.1639
NGO;49;0.007303994;0.223557693;0.05889423;0.2634
NGO;49;0.007673816;0.330528839;0.046875;0.1418
NGO;49;0.007858728;0.287259613;0.046875;0.1632
NGO;49;0.009522929;0.258413452;0.064903847;0.2512
NGO;49;0.009615385;0.318509613;0.057692307;0.1811
NGO;49;0.010355029;0.305288452;0.056490383;0.1850
NGO;49;0.010447485;0.356971161;0.052884617;0.1481
NGO;49;0.011464497;0.430288452;0.05408654;0.1257
NGO;49;0.011556953;0.302884613;0.056490383;0.1865
NGO;49;0.011556953;0.484375;0.04326923;0.0893
NGO;49;0.011926775;0.365384613;0.056490383;0.1546
NGO;49;0.012111687;0.401442322;0.051682693;0.1287
NGO;49;0.012204142;0.348557678;0.066105766;0.1897
NGO;49;0.012481509;0.292067322;0.067307693;0.2305
NGO;49;0.012573965;0.481971161;0.068509613;0.1421
NGO;49;0.013221154;0.383413452;0.05408654;0.1411
NGO;49;0.013313609;0.569711548;0.05048077;0.0886
NGO;49;0.017659023;0.459134613;0.090144234;0.1963
NGO;49;0.018028846;0.492788452;0.075721153;0.1537
NGO;49;0.019877959;0.510817322;0.080528847;0.1576
NGO;49;0.020247781;0.408653839;0.080528847;0.1971
NGO;49;0.021172338;0.90625;0.06971154;0.0769
NGO;49;0.021357248;0.405048065;0.081730766;0.2018
NGO;49;0.021357248;0.394230774;0.09254808;0.2348
NGO;49;0.022096893;0.542067322;0.0625;0.1153
NGO;49;0.022466717;0.418269226;0.09254808;0.2213
NGO;49;0.024223373;0.519230774;0.075721153;0.1458
NGO;49;0.026627219;0.545673096;0.075721153;0.1388
NGO;49;0.027274408;0.614182678;0.08533654;0.1389
NGO;49;0.029031064;0.438701935;0.125;0.2849
NGO;49;0.029585799;0.76322113;0.084134613;0.1102
NGO;49;0.030232988;0.629807678;0.06971154;0.1107
NGO;49;0.033931215;0.95072113;0.07692308;0.0809
NGO;49;0.034485945;0.356971161;0.153846161;0.4310
NGO;49;0.034578402;0.519230774;0.115384613;0.2222
NGO;49;0.035872781;0.438701935;0.183894226;0.4192
NGO;49;0.036797336;0.822115356;0.082932693;0.1009
NGO;49;0.037259617;0.509615387;0.115384613;0.2264
NGO;49;0.037906805;0.71875;0.099759613;0.1388
NGO;49;0.038831359;0.492788452;0.129807693;0.2634
NGO;49;0.039663461;0.879807678;0.242788467;0.2760
NGO;49;0.043454141;0.76802887;0.11057692;0.1440
NGO;49;0.044193785;0.542067322;0.125;0.2306
NGO;49;0.045488164;0.77884613;0.210336533;0.2701
NGO;49;0.047614645;0.873798096;0.120192307;0.1376
NGO;49;0.049648668;1.168269287;0.13942308;0.1193
NGO;49;0.050203402;0.96875;0.090144234;0.0931
NGO;49;0.050203402;1.028846191;0.111778847;0.1086
NGO;49;0.05066568;0.61177887;0.11778846;0.1925
NGO;49;0.053346895;1.006009644;0.283653839;0.2820
NGO;49;0.053901629;0.677884644;0.152644226;0.2252
NGO;49;0.054826184;0.64302887;0.151442307;0.2355
NGO;49;0.05621302;0.376201935;0.21995192;0.5847
NGO;49;0.062777367;0.68990387;0.138221161;0.2003
NGO;49;0.063332102;1.431490356;0.088942307;0.0621
NGO;49;0.065735945;0.79447113;0.18629808;0.2345
NGO;49;0.06629068;1.164663452;0.167067307;0.1434
NGO;49;0.074704141;0.85697113;0.135817307;0.1585
NGO;49;0.077847633;0.832932678;0.140625;0.1688
NGO;49;0.092455625;1.270432739;0.13942308;0.1097
NGO;49;0.098187867;1.955528809;0.328125;0.1678
NGO;49;0.124075445;0.876201904;0.292067322;0.3333
NGO;49;0.165310656;0.932692322;0.275240387;0.2951
NGO;50;0.001294379;0.096153847;0.022836538;0.2375
NGO;50;0.001386834;0.096153847;0.028846153;0.3000
NGO;50;0.00147929;0.07932692;0.028846153;0.3636
NGO;50;0.001571746;0.087740387;0.030048077;0.3425
NGO;50;0.001571746;0.07692308;0.036057693;0.4687
NGO;50;0.001664201;0.078125;0.03485577;0.4462
NGO;50;0.001756657;0.097355766;0.03125;0.3210
NGO;50;0.002034024;0.104567307;0.032451923;0.3103
NGO;50;0.002034024;0.106971153;0.02764423;0.2584
NGO;50;0.002126479;0.10817308;0.03125;0.2889
NGO;50;0.002218935;0.11658654;0.036057693;0.3093
NGO;50;0.002496302;0.105769234;0.037259617;0.3523
NGO;50;0.002496302;0.11778846;0.028846153;0.2449
NGO;50;0.003513314;0.151442307;0.036057693;0.2381
NGO;50;0.003698225;0.222355774;0.03125;0.1405
NGO;50;0.004345414;0.158653839;0.042067307;0.2652
NGO;50;0.004807692;0.224759613;0.03485577;0.1551
NGO;50;0.004900148;0.15625;0.068509613;0.4385
NGO;50;0.00526997;0.210336533;0.052884617;0.2514
NGO;50;0.005362426;0.20192308;0.04326923;0.2143
NGO;50;0.005362426;0.25120192;0.04326923;0.1722
NGO;50;0.006102071;0.254807693;0.03846154;0.1509
NGO;50;0.009615385;0.350961548;0.045673077;0.1301
NGO;50;0.009892752;0.302884613;0.05408654;0.1786
NGO;50;0.010077663;0.344951935;0.07091346;0.2056
NGO;50;0.010355029;0.491586548;0.060096153;0.1222
NGO;50;0.010447485;0.490384613;0.036057693;0.0735
NGO;50;0.010817308;0.275240387;0.068509613;0.2489
NGO;50;0.010909764;0.346153839;0.064903847;0.1875
NGO;50;0.011372041;0.277644226;0.08533654;0.3074
NGO;50;0.011926775;0.519230774;0.03966346;0.0764
NGO;50;0.012111687;0.21754808;0.097355766;0.4475
NGO;50;0.013036242;0.344951935;0.061298077;0.1777
NGO;50;0.013313609;0.558894226;0.05889423;0.1054
NGO;50;0.013406065;0.347355774;0.082932693;0.2388
NGO;50;0.013960799;0.510817322;0.0625;0.1224
NGO;50;0.014792899;0.413461548;0.057692307;0.1395
NGO;50;0.017011834;0.5;0.073317307;0.1466
NGO;50;0.017474113;0.444711548;0.075721153;0.1703
NGO;50;0.017474113;0.34375;0.07091346;0.2063
NGO;50;0.018491125;0.445913452;0.082932693;0.1860
NGO;50;0.018676035;0.432692322;0.067307693;0.1556
NGO;50;0.018860947;0.401442322;0.06971154;0.1737
NGO;50;0.019138314;0.813701904;0.07091346;0.0871
NGO;50;0.019323225;0.438701935;0.081730766;0.1863
NGO;50;0.020987426;0.548076904;0.082932693;0.1513
NGO;50;0.021264793;0.600961548;0.099759613;0.1660
NGO;50;0.021449705;0.597355774;0.112980766;0.1891
NGO;50;0.021449705;0.788461548;0.057692307;0.0732
NGO;50;0.02154216;0.435096161;0.104567307;0.2403
NGO;50;0.02218935;0.782451904;0.068509613;0.0876
NGO;50;0.023021449;0.418269226;0.097355766;0.2328
NGO;50;0.023668639;0.448317322;0.08653846;0.1930
NGO;50;0.025887574;0.960336548;0.05408654;0.0563
NGO;50;0.026719674;0.337740387;0.150240387;0.4448
NGO;50;0.026997041;0.865384644;0.05408654;0.0625
NGO;50;0.027551775;0.605769226;0.087740387;0.1448
NGO;50;0.029123521;0.491586548;0.09495192;0.1932
NGO;50;0.032359467;0.298076935;0.17067308;0.5726
NGO;50;0.034023668;0.697115356;0.091346153;0.1310
NGO;50;0.034948227;0.59615387;0.146634613;0.2460
NGO;50;0.038184172;0.949519226;0.09495192;0.1000
NGO;50;0.038553992;0.96875;0.150240387;0.1551
NGO;50;0.039386094;0.895432678;0.347355774;0.3879
NGO;50;0.042067309;0.77884613;0.09254808;0.1188
NGO;50;0.049463758;0.53365387;0.15625;0.2928
NGO;50;0.058247043;0.875;0.105769234;0.1209
NGO;50;0.067122781;1.061298096;0.103365387;0.0974
NGO;50;0.067954883;0.449519226;0.290865387;0.6471
NGO;50;0.073039938;1.277644287;0.17067308;0.1336
NGO;50;0.120931953;1.302884644;0.15504808;0.1190
NGO;50;0.215883875;1.060096191;0.330528839;0.3118
NGO;50;0.261094672;1.185096191;0.323317322;0.2728
NGO;51;0.001571746;0.07692308;0.036057693;0.4687
NGO;51;0.001756657;0.099759613;0.028846153;0.2892
NGO;51;0.001941568;0.090144234;0.03485577;0.3867
NGO;51;0.002126479;0.105769234;0.032451923;0.3068
NGO;51;0.002218935;0.097355766;0.037259617;0.3827
NGO;51;0.002218935;0.078125;0.042067307;0.5385
NGO;51;0.002218935;0.111778847;0.032451923;0.2903
NGO;51;0.002403846;0.105769234;0.036057693;0.3409
NGO;51;0.003051035;0.133413467;0.03846154;0.2883
NGO;51;0.003513314;0.146634613;0.04326923;0.2951
NGO;51;0.003975592;0.199519226;0.036057693;0.1807
NGO;51;0.004160503;0.151442307;0.049278847;0.3254
NGO;51;0.004992604;0.18629808;0.061298077;0.3290
NGO;51;0.005547337;0.227163467;0.042067307;0.1852
NGO;51;0.005732249;0.269230774;0.03966346;0.1473
NGO;51;0.006656805;0.206730774;0.063701923;0.3081
NGO;51;0.007211539;0.185096161;0.064903847;0.3506
NGO;51;0.008413462;0.376201935;0.03966346;0.1054
NGO;51;0.008968195;0.403846161;0.049278847;0.1220
NGO;51;0.009430474;0.311298065;0.078125;0.2510
NGO;51;0.009892752;0.403846161;0.042067307;0.1042
NGO;51;0.010355029;0.389423065;0.05408654;0.1389
NGO;51;0.01053994;0.474759613;0.040865383;0.0861
NGO;51;0.010817308;0.340144226;0.05528846;0.1625
NGO;51;0.010817308;0.375;0.073317307;0.1955
NGO;51;0.011002219;0.350961548;0.060096153;0.1712
NGO;51;0.011464497;0.493990387;0.04326923;0.0876
NGO;51;0.012204142;0.445913452;0.051682693;0.1159
NGO;51;0.012204142;0.211538467;0.118990387;0.5625
NGO;51;0.012296598;0.475961548;0.049278847;0.1035
NGO;51;0.013590977;0.429086548;0.05528846;0.1289
NGO;51;0.013775888;0.346153839;0.064903847;0.1875
NGO;51;0.014792899;0.492788452;0.061298077;0.1244
NGO;51;0.015070267;0.56009613;0.051682693;0.0923
NGO;51;0.015347633;0.423076935;0.064903847;0.1534
NGO;51;0.015347633;0.556490356;0.05528846;0.0994
NGO;51;0.015440089;0.503605774;0.063701923;0.1265
NGO;51;0.015902367;0.554086548;0.051682693;0.0933
NGO;51;0.016364645;0.216346161;0.11057692;0.5111
NGO;51;0.016549557;0.629807678;0.060096153;0.0954
NGO;51;0.016826924;0.550480774;0.056490383;0.1026
NGO;51;0.017011834;0.471153839;0.060096153;0.1276
NGO;51;0.017751479;0.403846161;0.08533654;0.2113
NGO;51;0.017843936;0.414663452;0.10216346;0.2464
NGO;51;0.017843936;0.378605774;0.072115387;0.1905
NGO;51;0.017936391;0.481971161;0.06971154;0.1446
NGO;51;0.018028846;0.538461548;0.060096153;0.1116
NGO;51;0.018860947;0.355769226;0.104567307;0.2939
NGO;51;0.018953402;0.418269226;0.08533654;0.2040
NGO;51;0.019045857;0.633413452;0.067307693;0.1063
NGO;51;0.019323225;0.568509644;0.073317307;0.1290
NGO;51;0.019323225;0.411057678;0.073317307;0.1784
NGO;51;0.019508137;0.5625;0.06971154;0.1239
NGO;51;0.019785504;0.532451904;0.14182692;0.2664
NGO;51;0.019785504;0.461538452;0.082932693;0.1797
NGO;51;0.019877959;0.543269226;0.0625;0.1150
NGO;51;0.020432691;0.680288452;0.063701923;0.0936
NGO;51;0.020894971;0.602163452;0.061298077;0.1018
NGO;51;0.020987426;0.746394226;0.05528846;0.0741
NGO;51;0.02172707;0.435096161;0.081730766;0.1878
NGO;51;0.022004438;0.712740356;0.057692307;0.0809
NGO;51;0.022651627;0.840144226;0.08653846;0.1030
NGO;51;0.024408283;0.590144226;0.067307693;0.1141
NGO;51;0.024593195;0.540865356;0.090144234;0.1667
NGO;51;0.024963018;0.311298065;0.151442307;0.4865
NGO;51;0.026904586;0.514423096;0.078125;0.1519
NGO;51;0.02745932;0.444711548;0.104567307;0.2351
NGO;51;0.027921598;0.230769226;0.197115387;0.8542
NGO;51;0.028753697;0.441105774;0.10216346;0.2316
NGO;51;0.030695266;0.737980774;0.072115387;0.0977
NGO;51;0.030695266;0.395432678;0.128605774;0.3252
NGO;51;0.030787723;0.64302887;0.081730766;0.1271
NGO;51;0.030787723;0.542067322;0.07932692;0.1463
NGO;51;0.034763313;0.748798096;0.161057693;0.2151
NGO;51;0.035133137;0.569711548;0.112980766;0.1983
NGO;51;0.03753698;0.515625;0.11778846;0.2284
NGO;51;0.037999262;0.356971161;0.203125;0.5690
NGO;51;0.042714496;1.145432739;0.087740387;0.0766
NGO;51;0.044008875;1.028846191;0.078125;0.0759
NGO;51;0.045303254;0.344951935;0.18629808;0.5401
NGO;51;0.045857988;0.509615387;0.299278839;0.5873
NGO;51;0.05658284;1.159855713;0.088942307;0.0767
NGO;51;0.05870932;0.340144226;0.28125;0.8269
NGO;51;0.062777367;1.080528809;0.11057692;0.1023
NGO;51;0.06786243;1.328125;0.07692308;0.0579
NGO;51;0.070081359;1.058894287;0.128605774;0.1215
NGO;51;0.073872039;0.990384644;0.115384613;0.1165
NGO;51;0.074889055;1.397836548;0.081730766;0.0585
NGO;51;0.089774406;1.774038452;0.111778847;0.0630
NGO;51;0.095876477;0.556490356;0.307692322;0.5529
NGO;51;0.100129438;1.598557739;0.122596153;0.0767
NGO;51;0.118435648;1.893028809;0.15625;0.0825
NGO;51;0.123613164;1.739182739;0.129807693;0.0746
NGO;51;0.124815086;0.793269226;0.325721161;0.4106
NGO;51;0.12536982;0.651442322;0.377403839;0.5793
NGO;51;0.164478547;1.865384644;0.21875;0.1173
NGO;52;0.000832101;0.07692308;0.01923077;0.2500
NGO;52;0.001201923;0.07692308;0.01923077;0.2500
NGO;52;0.001386834;0.07692308;0.037259617;0.4844
NGO;52;0.001571746;0.115384613;0.028846153;0.2500
NGO;52;0.001756657;0.07932692;0.03485577;0.4394
NGO;52;0.001756657;0.099759613;0.032451923;0.3253
NGO;52;0.002034024;0.087740387;0.036057693;0.4110
NGO;52;0.002034024;0.091346153;0.033653847;0.3684
NGO;52;0.002034024;0.091346153;0.03485577;0.3816
NGO;52;0.002311391;0.087740387;0.03846154;0.4384
NGO;52;0.002496302;0.138221161;0.032451923;0.2348
NGO;52;0.002588757;0.129807693;0.030048077;0.2315
NGO;52;0.002681213;0.084134613;0.057692307;0.6857
NGO;52;0.002681213;0.105769234;0.03846154;0.3636
NGO;52;0.002866124;0.112980766;0.040865383;0.3617
NGO;52;0.003051035;0.104567307;0.049278847;0.4713
NGO;52;0.003513314;0.174278839;0.032451923;0.1862
NGO;52;0.003513314;0.205528839;0.033653847;0.1637
NGO;52;0.003975592;0.146634613;0.046875;0.3197
NGO;52;0.005454882;0.12620192;0.064903847;0.5143
NGO;52;0.005454882;0.25;0.049278847;0.1971
NGO;52;0.005732249;0.301682678;0.082932693;0.2749
NGO;52;0.005732249;0.222355774;0.044471153;0.2000
NGO;52;0.006286982;0.198317307;0.074519234;0.3758
NGO;52;0.006379438;0.234375;0.046875;0.2000
NGO;52;0.006379438;0.318509613;0.042067307;0.1321
NGO;52;0.006564349;0.25;0.048076923;0.1923
NGO;52;0.006841716;0.264423065;0.04326923;0.1636
NGO;52;0.006934171;0.308894226;0.046875;0.1518
NGO;52;0.00739645;0.28125;0.04326923;0.1538
NGO;52;0.008228551;0.270432678;0.0625;0.2311
NGO;52;0.009245563;0.376201935;0.051682693;0.1374
NGO;52;0.010077663;0.420673065;0.044471153;0.1057
NGO;52;0.010909764;0.330528839;0.067307693;0.2036
NGO;52;0.011279586;0.316105774;0.11057692;0.3498
NGO;52;0.01201923;0.323317322;0.07692308;0.2379
NGO;52;0.012111687;0.447115387;0.05889423;0.1317
NGO;52;0.012573965;0.346153839;0.075721153;0.2188
NGO;52;0.013683432;0.54927887;0.060096153;0.1094
NGO;52;0.013868343;0.426682678;0.066105766;0.1549
NGO;52;0.013868343;0.79927887;0.072115387;0.0902
NGO;52;0.013960799;0.417067322;0.060096153;0.1441
NGO;52;0.013960799;0.411057678;0.05889423;0.1433
NGO;52;0.014053255;0.314903839;0.072115387;0.2290
NGO;52;0.01414571;0.567307678;0.049278847;0.0869
NGO;52;0.014330621;0.471153839;0.063701923;0.1352
NGO;52;0.014423077;0.407451935;0.0625;0.1534
NGO;52;0.014607988;0.337740387;0.080528847;0.2384
NGO;52;0.014885355;0.383413452;0.0625;0.1630
NGO;52;0.015070267;0.396634613;0.074519234;0.1879
NGO;52;0.015070267;0.414663452;0.057692307;0.1391
