Site;Depth;ProjArea;StraightLength;StraightWidth;WLRatio
NGO;42;0.022836539;0.675480774;0.05889423;0.0872
NGO;42;0.022928994;0.456730774;0.090144234;0.1974
NGO;42;0.022928994;0.417067322;0.12620192;0.3026
NGO;42;0.023298816;0.610576904;0.07692308;0.1260
NGO;42;0.023391271;0.289663452;0.11778846;0.4066
NGO;42;0.024038461;0.555288452;0.098557693;0.1775
NGO;42;0.024130918;0.615384644;0.057692307;0.0937
NGO;42;0.024315828;0.599759644;0.075721153;0.1263
NGO;42;0.024408283;0.83052887;0.07091346;0.0854
NGO;42;0.024593195;0.741586548;0.063701923;0.0859
NGO;42;0.025240385;0.629807678;0.087740387;0.1393
NGO;42;0.025795119;0.5625;0.07692308;0.1368
NGO;42;0.025980029;0.453125;0.118990387;0.2626
NGO;42;0.026164941;0.84615387;0.05528846;0.0653
NGO;42;0.026164941;0.537259644;0.129807693;0.2416
NGO;42;0.026719674;0.740384644;0.07692308;0.1039
NGO;42;0.026812131;0.63822113;0.10216346;0.1601
NGO;42;0.027736686;0.753605774;0.060096153;0.0797
NGO;42;0.027829143;0.516826904;0.11057692;0.2140
NGO;42;0.028198965;0.442307678;0.097355766;0.2201
NGO;42;0.028198965;0.378605774;0.105769234;0.2794
NGO;42;0.028753697;0.463942322;0.127403847;0.2746
NGO;42;0.028846154;0.243990387;0.171875;0.7044
NGO;42;0.029585799;0.68990387;0.07692308;0.1115
NGO;42;0.029678254;0.276442322;0.17067308;0.6174
NGO;42;0.030417898;0.516826904;0.098557693;0.1907
NGO;42;0.030787723;0.800480774;0.07692308;0.0961
NGO;42;0.030880178;0.258413452;0.182692307;0.7070
NGO;42;0.031157545;0.420673065;0.111778847;0.2657
NGO;42;0.031342455;0.432692322;0.098557693;0.2278
NGO;42;0.031342455;0.590144226;0.081730766;0.1385
NGO;42;0.031434912;0.316105774;0.15504808;0.4905
NGO;42;0.031804734;0.879807678;0.075721153;0.0861
NGO;42;0.032544379;0.503605774;0.118990387;0.2363
NGO;42;0.032636834;0.79447113;0.073317307;0.0923
NGO;42;0.033561391;0.54927887;0.105769234;0.1926
NGO;42;0.035687871;0.550480774;0.10817308;0.1965
NGO;42;0.036889793;0.826923096;0.072115387;0.0872
NGO;42;0.036889793;0.932692322;0.078125;0.0838
NGO;42;0.037999262;0.254807693;0.21754808;0.8538
NGO;42;0.038461539;0.539663452;0.105769234;0.1960
NGO;42;0.039755918;0.945913452;0.080528847;0.0851
NGO;42;0.040403105;0.620192322;0.097355766;0.1570
NGO;42;0.041235207;0.371394226;0.153846161;0.4142
NGO;42;0.041327664;0.79927887;0.096153847;0.1203
NGO;42;0.042622043;0.459134613;0.21754808;0.4738
NGO;42;0.042714496;0.467548065;0.131009613;0.2802
NGO;42;0.043454141;0.451923065;0.179086533;0.3963
NGO;42;0.046505176;0.454326935;0.193509613;0.4259
NGO;42;0.047429734;0.879807678;0.098557693;0.1120
NGO;42;0.047799555;0.628605774;0.153846161;0.2447
NGO;42;0.047984469;0.694711548;0.120192307;0.1730
NGO;42;0.048724113;0.753605774;0.10216346;0.1356
NGO;42;0.052237426;1.030048096;0.088942307;0.0863
NGO;42;0.053624262;0.60697113;0.1875;0.3089
NGO;42;0.054271449;1.820913452;0.153846161;0.0845
NGO;42;0.054641273;0.652644226;0.12379808;0.1897
NGO;42;0.056120563;0.786057678;0.128605774;0.1636
NGO;42;0.060003699;0.471153839;0.193509613;0.4107
NGO;42;0.060281066;0.570913452;0.176682693;0.3095
NGO;42;0.060928254;0.620192322;0.405048065;0.6531
NGO;42;0.06629068;0.996394226;0.131009613;0.1315
NGO;42;0.068139789;0.735576904;0.337740387;0.4592
NGO;42;0.069249258;0.346153839;0.276442322;0.7986
NGO;42;0.070358727;0.77884613;0.17307692;0.2222
NGO;42;0.071375742;0.534855774;0.295673065;0.5528
NGO;42;0.078032547;0.709134644;0.158653839;0.2237
NGO;42;0.082008133;0.900240356;0.118990387;0.1322
NGO;42;0.092085797;1.231971191;0.109375;0.0888
NGO;42;0.101608727;1.094951904;0.417067322;0.3809
NGO;42;0.10170118;0.5;0.373798065;0.7476
NGO;42;0.107895711;0.891826904;0.181490387;0.2035
NGO;42;0.109190086;0.890625;0.182692307;0.2051
NGO;42;0.254437875;1.426682739;0.237980774;0.1668
NGO;43;0.000832101;0.07692308;0.015625;0.2031
NGO;43;0.001386834;0.134615387;0.01923077;0.1429
NGO;43;0.001941568;0.090144234;0.036057693;0.4000
NGO;43;0.001941568;0.105769234;0.01923077;0.1818
NGO;43;0.002496302;0.105769234;0.03966346;0.3750
NGO;43;0.002496302;0.11778846;0.036057693;0.3061
NGO;43;0.002773669;0.131009613;0.032451923;0.2477
NGO;43;0.003513314;0.121394234;0.04326923;0.3564
NGO;43;0.003975592;0.211538467;0.028846153;0.1364
NGO;43;0.004345414;0.167067307;0.04326923;0.2590
NGO;43;0.004622781;0.158653839;0.0625;0.3939
NGO;43;0.006379438;0.227163467;0.048076923;0.2116
NGO;43;0.006656805;0.12620192;0.07692308;0.6095
NGO;43;0.007303994;0.228365387;0.0625;0.2737
NGO;43;0.007488905;0.272836548;0.051682693;0.1894
NGO;43;0.007766272;0.228365387;0.05528846;0.2421
NGO;43;0.008136095;0.268028839;0.05048077;0.1883
NGO;43;0.009615385;0.361778839;0.046875;0.1296
NGO;43;0.010724853;0.302884613;0.057692307;0.1905
NGO;43;0.011002219;0.432692322;0.045673077;0.1056
NGO;43;0.011279586;0.344951935;0.067307693;0.1951
NGO;43;0.011926775;0.397836548;0.0625;0.1571
NGO;43;0.01266642;0.324519226;0.063701923;0.1963
NGO;43;0.014238166;0.394230774;0.06971154;0.1768
NGO;43;0.014700443;0.540865356;0.05889423;0.1089
NGO;43;0.014792899;0.471153839;0.05889423;0.1250
NGO;43;0.015255178;0.324519226;0.080528847;0.2481
NGO;43;0.015440089;0.454326935;0.056490383;0.1243
NGO;43;0.015532544;0.366586548;0.084134613;0.2295
NGO;43;0.015809911;0.538461548;0.05408654;0.1004
NGO;43;0.016087278;0.423076935;0.08653846;0.2045
NGO;43;0.016179733;0.375;0.084134613;0.2244
NGO;43;0.016272189;0.532451904;0.06971154;0.1309
NGO;43;0.016364645;0.417067322;0.088942307;0.2133
NGO;43;0.017011834;0.222355774;0.115384613;0.5189
NGO;43;0.017474113;0.423076935;0.057692307;0.1364
NGO;43;0.017566568;0.728365356;0.04326923;0.0594
NGO;43;0.017659023;0.514423096;0.064903847;0.1262
NGO;43;0.017843936;0.459134613;0.072115387;0.1571
NGO;43;0.017843936;0.59134613;0.075721153;0.1280
NGO;43;0.018121303;0.576923096;0.067307693;0.1167
NGO;43;0.018306213;0.348557678;0.097355766;0.2793
NGO;43;0.019138314;0.480769226;0.064903847;0.1350
NGO;43;0.019600592;0.508413452;0.082932693;0.1631
NGO;43;0.019600592;0.567307678;0.075721153;0.1335
NGO;43;0.020617604;0.628605774;0.064903847;0.1033
NGO;43;0.021172338;0.52884613;0.067307693;0.1273
NGO;43;0.021357248;0.70552887;0.074519234;0.1056
NGO;43;0.021449705;0.504807678;0.075721153;0.1500
NGO;43;0.02154216;0.522836548;0.068509613;0.1310
NGO;43;0.02172707;0.358173065;0.11658654;0.3255
NGO;43;0.02172707;0.530048096;0.066105766;0.1247
NGO;43;0.022928994;0.682692322;0.084134613;0.1232
NGO;43;0.023021449;0.762019226;0.051682693;0.0678
NGO;43;0.023113906;0.4375;0.09375;0.2143
NGO;43;0.023391271;0.473557678;0.090144234;0.1904
NGO;43;0.023483729;0.6875;0.0625;0.0909
NGO;43;0.023576184;0.442307678;0.08653846;0.1957
NGO;43;0.024038461;0.59615387;0.0625;0.1048
NGO;43;0.024038461;0.509615387;0.088942307;0.1745
NGO;43;0.024223373;0.68990387;0.06971154;0.1010
NGO;43;0.024315828;0.408653839;0.114182693;0.2794
NGO;43;0.024408283;0.360576935;0.137019226;0.3800
NGO;43;0.024870563;0.645432678;0.081730766;0.1266
NGO;43;0.024963018;0.453125;0.082932693;0.1830
NGO;43;0.025240385;0.530048096;0.090144234;0.1701
NGO;43;0.025887574;0.461538452;0.07932692;0.1719
NGO;43;0.026164941;0.492788452;0.067307693;0.1366
NGO;43;0.026627219;0.389423065;0.149038467;0.3827
NGO;43;0.027274408;0.462740387;0.08653846;0.1870
NGO;43;0.027366863;0.473557678;0.211538467;0.4467
NGO;43;0.027921598;0.423076935;0.097355766;0.2301
NGO;43;0.028014053;0.563701904;0.097355766;0.1727
NGO;43;0.029308432;0.51322113;0.144230774;0.2810
NGO;43;0.029493344;0.742788452;0.07932692;0.1068
NGO;43;0.029678254;0.800480774;0.09254808;0.1156
NGO;43;0.029770711;0.729567322;0.080528847;0.1104
NGO;43;0.030048076;0.293269226;0.145432693;0.4959
NGO;43;0.030048076;0.745192322;0.08533654;0.1145
NGO;43;0.030787723;0.5625;0.082932693;0.1474
NGO;43;0.031157545;0.550480774;0.10216346;0.1856
NGO;43;0.031342455;0.661057678;0.120192307;0.1818
NGO;43;0.031989645;0.776442322;0.075721153;0.0975
NGO;43;0.031989645;0.391826935;0.203125;0.5184
NGO;43;0.032082102;0.308894226;0.240384613;0.7782
NGO;43;0.032636834;0.532451904;0.11778846;0.2212
NGO;43;0.033191566;0.337740387;0.143028839;0.4235
NGO;43;0.033284023;0.412259613;0.167067307;0.4052
NGO;43;0.033468934;0.425480774;0.206730774;0.4859
NGO;43;0.033931215;0.683894226;0.084134613;0.1230
NGO;43;0.034301035;0.311298065;0.158653839;0.5097
NGO;43;0.03485577;0.465144226;0.138221161;0.2972
NGO;43;0.03504068;0.578125;0.164663467;0.2848
NGO;43;0.03504068;0.701923096;0.07692308;0.1096
NGO;43;0.03504068;0.819711548;0.193509613;0.2361
NGO;43;0.035780324;0.512019226;0.164663467;0.3216
NGO;43;0.036057691;0.623798096;0.08533654;0.1368
NGO;43;0.036150148;0.540865356;0.098557693;0.1822
NGO;43;0.036519969;0.344951935;0.207932693;0.6028
NGO;43;0.037074703;0.480769226;0.106971153;0.2225
NGO;43;0.03735207;0.758413452;0.09495192;0.1252
NGO;43;0.039755918;0.650240356;0.08533654;0.1312
NGO;43;0.040125738;0.487980774;0.128605774;0.2635
NGO;43;0.04095784;0.78125;0.54447113;0.6969
NGO;43;0.041420117;0.568509644;0.096153847;0.1691
NGO;43;0.042437129;0.516826904;0.150240387;0.2907
NGO;43;0.042991863;0.677884644;0.096153847;0.1418
NGO;43;0.04308432;1.131009644;0.064903847;0.0574
NGO;43;0.043176773;0.89302887;0.098557693;0.1104
NGO;43;0.043546598;0.385817322;0.185096161;0.4798
NGO;43;0.044933434;0.585336548;0.112980766;0.1930
NGO;43;0.045025887;0.569711548;0.322115387;0.5654
NGO;43;0.045303254;0.317307678;0.23317308;0.7348
NGO;43;0.048076922;0.873798096;0.106971153;0.1224
NGO;43;0.048631656;0.405048065;0.210336533;0.5193
NGO;43;0.048724113;0.348557678;0.182692307;0.5241
NGO;43;0.049371301;0.742788452;0.121394234;0.1634
NGO;43;0.050203402;0.608173096;0.152644226;0.2510
NGO;43;0.05085059;0.335336548;0.221153839;0.6595
NGO;43;0.051497781;0.364182678;0.182692307;0.5017
NGO;43;0.051775148;0.570913452;0.17307692;0.3032
NGO;43;0.051960059;0.63822113;0.140625;0.2203
NGO;43;0.052052516;0.739182678;0.112980766;0.1528
NGO;43;0.052514793;0.479567322;0.174278839;0.3634
NGO;43;0.053994082;1.028846191;0.090144234;0.0876
NGO;43;0.055473371;1.091346191;0.097355766;0.0892
NGO;43;0.055935652;0.71634613;0.11057692;0.1544
NGO;43;0.056860207;0.852163452;0.098557693;0.1157
NGO;43;0.057414941;1.010817322;0.099759613;0.0987
NGO;43;0.060003699;0.441105774;0.308894226;0.7003
NGO;43;0.060188609;0.471153839;0.194711533;0.4133
NGO;43;0.061113164;0.603365356;0.12620192;0.2092
NGO;43;0.06231509;0.621394226;0.158653839;0.2553
NGO;43;0.063147188;0.746394226;0.17067308;0.2287
NGO;43;0.064256656;0.788461548;0.105769234;0.1341
NGO;43;0.067585063;1.106971191;0.08653846;0.0782
NGO;43;0.067954883;0.902644226;0.125;0.1385
NGO;43;0.068139789;0.692307678;0.181490387;0.2622
NGO;43;0.06823225;1.131009644;0.106971153;0.0946
NGO;43;0.069156805;1.111778809;0.125;0.1124
NGO;43;0.070543641;0.883413452;0.112980766;0.1279
NGO;43;0.070913461;0.90865387;0.162259613;0.1786
NGO;43;0.071653109;0.894230774;0.132211533;0.1478
NGO;43;0.07433432;1.206730713;0.165865387;0.1375
NGO;43;0.077477813;0.474759613;0.28125;0.5924
NGO;43;0.079419375;0.979567322;0.151442307;0.1546
NGO;43;0.079881656;0.598557678;0.230769226;0.3855
NGO;43;0.08385725;0.647836548;0.237980774;0.3673
NGO;43;0.084504438;1.463942261;0.11057692;0.0755
NGO;43;0.089127219;0.847355774;0.20192308;0.2383
NGO;43;0.091715977;0.574519226;0.206730774;0.3598
NGO;43;0.10142382;1.084134644;0.276442322;0.2550
NGO;43;0.110576922;0.806490356;0.203125;0.2519
NGO;43;0.114182695;0.66947113;0.259615387;0.3878
NGO;43;0.119545117;1.258413452;0.4375;0.3477
NGO;43;0.132581359;0.679086548;0.259615387;0.3823
NGO;43;0.151719672;0.800480774;0.242788467;0.3033
NGO;43;0.194156813;0.889423096;0.448317322;0.5041
NGO;43;0.215329141;0.798076904;0.516826904;0.6476
NGO;44;0.001571746;0.07932692;0.03125;0.3939
NGO;44;0.001941568;0.08653846;0.028846153;0.3333
NGO;44;0.001941568;0.090144234;0.028846153;0.3200
NGO;44;0.002588757;0.143028839;0.033653847;0.2353
NGO;44;0.003051035;0.145432693;0.033653847;0.2314
NGO;44;0.003698225;0.12620192;0.045673077;0.3619
NGO;44;0.00379068;0.182692307;0.044471153;0.2434
NGO;44;0.004068047;0.164663467;0.036057693;0.2190
NGO;44;0.004900148;0.23557692;0.037259617;0.1582
NGO;44;0.006379438;0.23557692;0.051682693;0.2194
NGO;44;0.007488905;0.308894226;0.03966346;0.1284
NGO;44;0.007766272;0.295673065;0.061298077;0.2073
NGO;44;0.007951184;0.301682678;0.04326923;0.1434
NGO;44;0.008043639;0.356971161;0.036057693;0.1010
NGO;44;0.008413462;0.379807678;0.05048077;0.1329
NGO;44;0.008505917;0.328125;0.048076923;0.1465
NGO;44;0.009245563;0.347355774;0.067307693;0.1938
NGO;44;0.009245563;0.228365387;0.15745192;0.6895
NGO;44;0.009245563;0.481971161;0.051682693;0.1072
NGO;44;0.00970784;0.314903839;0.061298077;0.1947
NGO;44;0.009892752;0.326923065;0.151442307;0.4632
NGO;44;0.010632396;0.385817322;0.05048077;0.1308
NGO;44;0.011741864;0.338942322;0.05889423;0.1738
NGO;44;0.011834319;0.34375;0.063701923;0.1853
NGO;44;0.013128698;0.356971161;0.061298077;0.1717
NGO;44;0.013590977;0.240384613;0.14182692;0.5900
NGO;44;0.013683432;0.455528839;0.064903847;0.1425
NGO;44;0.013683432;0.328125;0.064903847;0.1978
NGO;44;0.013960799;0.270432678;0.075721153;0.2800
NGO;44;0.014330621;0.367788452;0.061298077;0.1667
NGO;44;0.014423077;0.328125;0.067307693;0.2051
NGO;44;0.014607988;0.46875;0.0625;0.1333
NGO;44;0.015162722;0.383413452;0.064903847;0.1693
NGO;44;0.015347633;0.298076935;0.078125;0.2621
NGO;44;0.015809911;0.444711548;0.057692307;0.1297
NGO;44;0.016272189;0.587740356;0.087740387;0.1493
NGO;44;0.016364645;0.413461548;0.06971154;0.1686
NGO;44;0.016734467;0.548076904;0.07692308;0.1404
NGO;44;0.017011834;0.490384613;0.061298077;0.1250
NGO;44;0.017381656;0.579326904;0.057692307;0.0996
NGO;44;0.017381656;0.5;0.067307693;0.1346
NGO;44;0.018121303;0.542067322;0.064903847;0.1197
NGO;44;0.018306213;0.40625;0.125;0.3077
NGO;44;0.019138314;0.51322113;0.075721153;0.1475
NGO;44;0.019138314;0.236778839;0.131009613;0.5533
NGO;44;0.01923077;0.54447113;0.063701923;0.1170
NGO;44;0.019323225;0.616586548;0.078125;0.1267
NGO;44;0.019600592;0.489182678;0.073317307;0.1499
NGO;44;0.019693047;0.436298065;0.078125;0.1791
NGO;44;0.020155326;0.503605774;0.075721153;0.1504
NGO;44;0.020247781;0.405048065;0.152644226;0.3769
NGO;44;0.020432691;0.364182678;0.080528847;0.2211
NGO;44;0.020525148;0.563701904;0.063701923;0.1130
NGO;44;0.020525148;0.498798065;0.074519234;0.1494
NGO;44;0.020525148;0.445913452;0.087740387;0.1968
NGO;44;0.020525148;0.348557678;0.084134613;0.2414
NGO;44;0.020802516;0.532451904;0.063701923;0.1196
NGO;44;0.020802516;0.396634613;0.078125;0.1970
NGO;44;0.020894971;0.539663452;0.078125;0.1448
NGO;44;0.020987426;0.6875;0.09254808;0.1346
NGO;44;0.021264793;0.490384613;0.09495192;0.1936
NGO;44;0.02154216;0.634615356;0.060096153;0.0947
NGO;44;0.02154216;0.59375;0.081730766;0.1377
NGO;44;0.021634615;0.365384613;0.10096154;0.2763
NGO;44;0.02172707;0.471153839;0.09495192;0.2015
NGO;44;0.022004438;0.424278839;0.081730766;0.1926
NGO;44;0.022096893;0.444711548;0.072115387;0.1622
NGO;44;0.022096893;1.007211548;0.073317307;0.0728
NGO;44;0.02218935;0.538461548;0.075721153;0.1406
NGO;44;0.02218935;0.655048096;0.090144234;0.1376
NGO;44;0.02218935;0.429086548;0.096153847;0.2241
NGO;44;0.022281805;0.600961548;0.081730766;0.1360
NGO;44;0.02237426;0.548076904;0.066105766;0.1206
NGO;44;0.022928994;0.473557678;0.097355766;0.2056
NGO;44;0.023021449;0.472355774;0.192307693;0.4071
NGO;44;0.023021449;0.450721161;0.082932693;0.1840
NGO;44;0.023113906;0.537259644;0.07091346;0.1320
NGO;44;0.023113906;0.215144226;0.168269226;0.7821
NGO;44;0.023206361;0.259615387;0.152644226;0.5880
NGO;44;0.025517752;0.626201904;0.082932693;0.1324
NGO;44;0.025795119;0.442307678;0.104567307;0.2364
NGO;44;0.026072484;0.725961548;0.068509613;0.0944
NGO;44;0.026442309;0.728365356;0.078125;0.1073
NGO;44;0.026812131;0.389423065;0.106971153;0.2747
NGO;44;0.027366863;0.384615387;0.10096154;0.2625
NGO;44;0.02745932;0.498798065;0.171875;0.3446
NGO;44;0.02764423;0.555288452;0.087740387;0.1580
NGO;44;0.02764423;0.413461548;0.10096154;0.2442
NGO;44;0.027736686;0.634615356;0.125;0.1970
NGO;44;0.027829143;0.62740387;0.07692308;0.1226
NGO;44;0.028014053;0.688701904;0.07692308;0.1117
NGO;44;0.028383875;0.397836548;0.104567307;0.2628
NGO;44;0.028383875;0.423076935;0.114182693;0.2699
NGO;44;0.028383875;0.719951904;0.134615387;0.1870
NGO;44;0.028661242;0.427884613;0.098557693;0.2303
NGO;44;0.028753697;0.65384613;0.099759613;0.1526
NGO;44;0.028846154;0.530048096;0.11057692;0.2086
NGO;44;0.029308432;0.486778839;0.10817308;0.2222
NGO;44;0.029678254;0.905048096;0.07932692;0.0876
NGO;44;0.029863166;0.590144226;0.105769234;0.1792
NGO;44;0.030695266;0.912259644;0.096153847;0.1054
NGO;44;0.030880178;0.600961548;0.09495192;0.1580
NGO;44;0.031065088;0.532451904;0.104567307;0.1964
NGO;44;0.031619822;0.548076904;0.146634613;0.2675
NGO;44;0.031619822;0.519230774;0.097355766;0.1875
NGO;44;0.032359467;0.543269226;0.099759613;0.1836
NGO;44;0.032636834;0.539663452;0.096153847;0.1782
NGO;44;0.032729289;0.542067322;0.098557693;0.1818
NGO;44;0.032914203;0.375;0.114182693;0.3045
NGO;44;0.033468934;0.506009613;0.10216346;0.2019
NGO;44;0.033653848;0.484375;0.11658654;0.2407
NGO;44;0.034023668;0.548076904;0.09254808;0.1689
NGO;44;0.034208578;0.56009613;0.09254808;0.1652
NGO;44;0.034485945;0.40625;0.163461533;0.4024
NGO;44;0.03522559;0.561298096;0.10216346;0.1820
NGO;44;0.03522559;0.391826935;0.137019226;0.3497
NGO;44;0.035595414;0.59615387;0.08653846;0.1452
NGO;44;0.036242605;0.344951935;0.17307692;0.5017
NGO;44;0.036427516;0.862980774;0.074519234;0.0864
NGO;44;0.038369082;0.459134613;0.14182692;0.3089
NGO;44;0.038646449;0.586538452;0.109375;0.1865
NGO;44;0.039201184;0.73677887;0.08533654;0.1158
NGO;44;0.039478551;0.822115356;0.224759613;0.2734
NGO;44;0.039940828;0.322115387;0.18870192;0.5858
NGO;44;0.040125738;0.429086548;0.179086533;0.4174
NGO;44;0.040218195;0.947115356;0.075721153;0.0799
NGO;44;0.040403105;0.405048065;0.181490387;0.4481
NGO;44;0.04077293;0.683894226;0.090144234;0.1318
NGO;44;0.041235207;0.310096161;0.212740387;0.6860
NGO;44;0.042067309;0.90384613;0.07692308;0.0851
NGO;44;0.042067309;0.330528839;0.198317307;0.6000
NGO;44;0.043454141;0.649038452;0.099759613;0.1537
NGO;44;0.043546598;0.647836548;0.099759613;0.1540
NGO;44;0.043731508;0.401442322;0.149038467;0.3713
NGO;44;0.043731508;0.340144226;0.18629808;0.5477
NGO;44;0.044101332;0.585336548;0.104567307;0.1786
NGO;44;0.044286242;0.536057678;0.121394234;0.2265
NGO;44;0.044656066;0.617788452;0.125;0.2023
NGO;44;0.045488164;0.516826904;0.137019226;0.2651
NGO;44;0.046320266;0.352163452;0.205528839;0.5836
NGO;44;0.046875;1.754807739;0.090144234;0.0514
NGO;44;0.046967457;0.554086548;0.325721161;0.5879
NGO;44;0.047984469;0.615384644;0.112980766;0.1836
NGO;44;0.048354289;0.663461548;0.097355766;0.1467
NGO;44;0.04900148;0.969951904;0.112980766;0.1165
NGO;44;0.049093934;0.67427887;0.09495192;0.1408
NGO;44;0.050573227;0.663461548;0.125;0.1884
NGO;44;0.052052516;0.751201904;0.10096154;0.1344
NGO;44;0.052144969;0.771634644;0.11057692;0.1433
NGO;44;0.053901629;0.657451904;0.167067307;0.2541
NGO;44;0.055935652;0.646634644;0.134615387;0.2082
NGO;44;0.057692309;0.680288452;0.137019226;0.2014
NGO;44;0.057692309;0.79447113;0.138221161;0.1740
NGO;44;0.063239645;0.78365387;0.11658654;0.1488
NGO;44;0.065273668;0.957932678;0.165865387;0.1731
NGO;44;0.06629068;0.486778839;0.209134613;0.4296
NGO;44;0.067769969;0.972355774;0.213942307;0.2200
NGO;44;0.069803992;0.992788452;0.134615387;0.1356
NGO;44;0.071838016;0.673076904;0.185096161;0.2750
NGO;44;0.07239275;0.802884644;0.240384613;0.2994
NGO;44;0.077570266;0.697115356;0.337740387;0.4845
NGO;44;0.080436391;0.78365387;0.15745192;0.2009
NGO;44;0.080436391;0.933894226;0.129807693;0.1390
NGO;44;0.081453406;0.942307678;0.133413467;0.1416
NGO;44;0.082008133;0.921875;0.122596153;0.1330
NGO;44;0.086630914;0.895432678;0.158653839;0.1772
NGO;44;0.100869086;1.030048096;0.503605774;0.4889
NGO;44;0.121024406;1.149038452;0.168269226;0.1464
NGO;44;0.139792906;1.919471191;0.341346161;0.1778
NGO;44;0.162999266;2.243990479;0.12620192;0.0562
NGO;44;0.237333578;0.882211548;0.456730774;0.5177
NGO;45;0.002403846;0.105769234;0.04326923;0.4091
NGO;45;0.005085059;0.20192308;0.051682693;0.2560
NGO;45;0.005085059;0.228365387;0.051682693;0.2263
NGO;45;0.006564349;0.206730774;0.049278847;0.2384
NGO;45;0.007211539;0.302884613;0.045673077;0.1508
NGO;45;0.008228551;0.25120192;0.049278847;0.1962
NGO;45;0.010262574;0.340144226;0.051682693;0.1519
NGO;45;0.011649408;0.451923065;0.05408654;0.1197
NGO;45;0.012111687;0.336538452;0.066105766;0.1964
NGO;45;0.012111687;0.268028839;0.075721153;0.2825
NGO;45;0.012389054;0.459134613;0.046875;0.1021
NGO;45;0.012389054;0.471153839;0.046875;0.0995
NGO;45;0.012481509;0.342548065;0.0625;0.1825
NGO;45;0.012573965;0.426682678;0.045673077;0.1070
NGO;45;0.013498521;0.382211548;0.134615387;0.3522
NGO;45;0.013498521;0.403846161;0.051682693;0.1280
NGO;45;0.013868343;0.420673065;0.064903847;0.1543
NGO;45;0.014330621;0.346153839;0.057692307;0.1667
NGO;45;0.014515532;0.368990387;0.073317307;0.1987
NGO;45;0.014792899;0.294471161;0.075721153;0.2571
NGO;45;0.016087278;0.725961548;0.103365387;0.1424
NGO;45;0.017936391;0.355769226;0.075721153;0.2128
NGO;45;0.018491125;0.556490356;0.078125;0.1404
NGO;45;0.018491125;0.573317322;0.066105766;0.1153
NGO;45;0.019877959;0.403846161;0.212740387;0.5268
NGO;45;0.020525148;0.75;0.064903847;0.0865
NGO;45;0.020710059;0.558894226;0.08533654;0.1527
NGO;45;0.020894971;0.436298065;0.067307693;0.1543
NGO;45;0.022559172;0.445913452;0.073317307;0.1644
NGO;45;0.022744082;0.570913452;0.08533654;0.1495
NGO;45;0.023483729;0.753605774;0.064903847;0.0861
NGO;45;0.023853551;0.615384644;0.067307693;0.1094
NGO;45;0.024315828;0.425480774;0.090144234;0.2119
NGO;45;0.025240385;0.431490387;0.09375;0.2173
NGO;45;0.025240385;0.612980774;0.064903847;0.1059
NGO;45;0.025610207;0.56490387;0.07692308;0.1362
NGO;45;0.026719674;0.377403839;0.112980766;0.2994
NGO;45;0.027274408;0.426682678;0.099759613;0.2338
NGO;45;0.027551775;0.558894226;0.10216346;0.1828
NGO;45;0.029123521;0.63822113;0.165865387;0.2599
NGO;45;0.029493344;0.527644226;0.09254808;0.1754
NGO;45;0.030048076;0.515625;0.078125;0.1515
NGO;45;0.030510355;0.51322113;0.260817322;0.5082
NGO;45;0.031157545;0.477163452;0.097355766;0.2040
NGO;45;0.031342455;0.426682678;0.10216346;0.2394
NGO;45;0.031619822;0.456730774;0.298076935;0.6526
NGO;45;0.032451924;0.460336548;0.10096154;0.2193
NGO;45;0.033006656;0.59134613;0.088942307;0.1504
NGO;45;0.034023668;1.034855713;0.084134613;0.0813
NGO;45;0.035318047;0.556490356;0.137019226;0.2462
NGO;45;0.036519969;0.776442322;0.176682693;0.2276
NGO;45;0.037629438;0.90384613;0.09375;0.1037
NGO;45;0.039663461;0.673076904;0.137019226;0.2036
NGO;45;0.040865383;0.930288452;0.082932693;0.0891
NGO;45;0.041235207;0.683894226;0.106971153;0.1564
NGO;45;0.041420117;1.021634644;0.125;0.1224
NGO;45;0.042067309;0.709134644;0.12379808;0.1746
NGO;45;0.042252219;0.704326904;0.118990387;0.1689
NGO;45;0.042437129;0.663461548;0.10096154;0.1522
NGO;45;0.04308432;0.603365356;0.103365387;0.1713
NGO;45;0.044840977;0.681490356;0.10216346;0.1499
NGO;45;0.046042898;0.942307678;0.099759613;0.1059
NGO;45;0.046597633;1.443509644;0.105769234;0.0733
NGO;45;0.046875;1.459134644;0.175480774;0.1203
NGO;45;0.04705991;0.490384613;0.324519226;0.6618
NGO;45;0.049371301;0.774038452;0.106971153;0.1382
NGO;45;0.053254438;0.448317322;0.175480774;0.3914
NGO;45;0.053901629;0.701923096;0.163461533;0.2329
NGO;45;0.055380918;0.510817322;0.147836533;0.2894
NGO;45;0.057322484;0.842548096;0.199519226;0.2368
NGO;45;0.061205621;1.256009644;0.07692308;0.0612
NGO;45;0.063886836;0.352163452;0.28125;0.7986
NGO;45;0.064441566;1.074519287;0.180288467;0.1678
NGO;45;0.064903848;0.599759644;0.225961533;0.3768
NGO;45;0.081545859;1.050480713;0.324519226;0.3089
NGO;45;0.082193047;1.778846191;0.12379808;0.0696
NGO;45;0.083117602;0.618990356;0.212740387;0.3437
NGO;45;0.085891273;1.561298096;0.15745192;0.1008
NGO;45;0.087832844;0.944711548;0.152644226;0.1616
NGO;45;0.091068789;2.546875;0.164663467;0.0647
