"Depth","Age","Counts","Concentration","AreaConcentration","meanWL","Prop.WL.gt.0.5","P_W_lower","P_W","P_W_upper","P_H_lower","P_H","P_H_upper"
173.5,2407.884,10,20,0.7454,0.2474254763,0.1,0.168528963330856,0.193766751712371,0.2156855118701,0.7843144881299,0.806233248287629,0.831471036669144
174.5,2414.734,5,10,0.317,0.1986704424,0,0.176471836217497,0.202008272706698,0.225182562190608,0.774817437809391,0.797991727293302,0.823528163782503
175.5,2421.584,14,28,1.1218,0.213422571785714,0.0714285714285714,0.185718185264266,0.215010327343543,0.241861728162588,0.758138271837412,0.784989672656457,0.814281814735734
176.5,2428.434,3,6,0.383,0.670408886333333,1,0.197195112600298,0.231129054619899,0.264170931927566,0.735829068072434,0.768870945380101,0.802804887399702
177.5,2435.284,9,18,0.9936,0.241019077444444,0,0.209951791177225,0.249612942712566,0.28929814109602,0.71070185890398,0.750387057287434,0.790048208822775
178.5,2442.134,5,10,0.862,0.4753483518,0.4,0.224025059556222,0.270057768014391,0.318163897354238,0.681836102645762,0.729942231985609,0.775974940443778
179.5,2448.984,3,6,0.105,0.186764203,0,0.240525289874714,0.291141072988024,0.34549086816481,0.65450913183519,0.708858927011976,0.759474710125286
180.5,2455.804,0,0,0,NA,NA,0.259923093789685,0.311784519644929,0.368799859682426,0.631200140317574,0.688215480355071,0.740076906210315
181.5,2462.595,0,0,0,NA,NA,0.278480454367013,0.328228224567162,0.384918478422277,0.615081521577723,0.671771775432838,0.721519545632987
182.5,2469.386,5,10,0.6558,0.5498531104,0.6,0.299452212909196,0.346304573151755,0.397827980809094,0.602172019190906,0.653695426848245,0.700547787090804
183.5,2476.177,0,0,0,NA,NA,0.322596125012798,0.368249502355232,0.418312884843921,0.581687115156079,0.631750497644768,0.677403874987202
184.5,2482.968,11,22,1.3582,0.450333769363636,0.363636363636364,0.346528365019023,0.392890900099816,0.445971185538403,0.554028814461597,0.607109099900184,0.653471634980977
185.5,2489.76,0,0,0,NA,NA,0.368576090605444,0.418705513980853,0.478441111108849,0.521558888891151,0.581294486019147,0.631423909394556
186.5,2496.551,1,2,0.2138,0.639887397,1,0.384862671014111,0.442428148425067,0.510691611770733,0.489308388229267,0.557571851574933,0.615137328985889
187.5,2503.342,4,8,0.2582,0.25716704475,0,0.398551239713558,0.461789470228724,0.540596089254875,0.459403910745125,0.538210529771276,0.601448760286442
188.5,2510.133,0,0,0,NA,NA,0.405003022655961,0.474682057404861,0.564589651079206,0.435410348920794,0.525317942595139,0.594996977344039
189.5,2516.924,2,4,0.0528,0.170071626,0,0.406783789810429,0.480823391877941,0.576303009237198,0.423696990762802,0.519176608122059,0.593216210189571
190.5,2523.716,1,2,0.017,0.072708387,0,0.413564463365206,0.487714976656626,0.584592721670151,0.415407278329849,0.512285023343374,0.586435536634794
191.5,2530.51,9,18,2.5592,0.571694573555556,0.666666666666667,0.425151336622091,0.496482350582621,0.586933324115428,0.413066675884572,0.503517649417379,0.574848663377909
192.5,2537.303,2,4,0.1536,0.274123504,0,0.438422345015656,0.504208957571737,0.587677023777583,0.412322976222417,0.495791042428263,0.561577654984344
193.5,2544.097,0,0,0,NA,NA,0.449815018849772,0.510555653704615,0.585836026227934,0.414163973772066,0.489444346295385,0.550184981150228
194.5,2550.89,0,0,0,NA,NA,0.457518911219557,0.513118935048513,0.580353215167392,0.419646784832608,0.486881064951487,0.542481088780443
195.5,2557.684,4,8,0.4772,0.16641764025,0,0.458070003772744,0.51027867690505,0.574729523182903,0.425270476817097,0.48972132309495,0.541929996227256
196.5,2564.477,4,8,0.4324,0.6446324235,0.75,0.445877050362806,0.502585135701774,0.565835677149643,0.434164322850357,0.497414864298226,0.554122949637194
197.5,2571.271,1,2,0.068,0.269591044,0,0.421538740671178,0.482212781514591,0.552089001723787,0.447910998276213,0.517787218485409,0.578461259328822
198.5,2578.064,0,0,0,NA,NA,0.382740704876345,0.446684551796071,0.518444411752667,0.481555588247333,0.553315448203929,0.617259295123655
199.5,2584.858,0,0,0,NA,NA,0.337941983685718,0.403862310188008,0.471747980419005,0.528252019580995,0.596137689811992,0.662058016314282
200.5,2591.531,49,98,4.678,0.480321072816327,0.428571428571429,0.297270190031016,0.360506565586144,0.423044466547864,0.576955533452136,0.639493434413856,0.702729809968984
201.5,2598.084,21,42,1.9122,0.340967801333333,0.285714285714286,0.255590003960346,0.310050613820261,0.36409511263692,0.63590488736308,0.689949386179739,0.744409996039654
202.5,2604.636,16,32,2.094,0.3220180475,0.125,0.203559801573462,0.247768587320236,0.288379397753581,0.711620602246419,0.752231412679764,0.796440198426538
203.5,2611.189,28,56,2.9174,0.221859222285714,0.0357142857142857,0.149690528608459,0.183134834767221,0.211783153528185,0.788216846471815,0.816865165232779,0.850309471391541
204.5,2617.741,13,26,1.1186,0.324977213076923,0.230769230769231,0.102824370651217,0.127850136467975,0.146902214101262,0.853097785898738,0.872149863532025,0.897175629348783
205.5,2624.294,10,20,1.1738,0.3731628961,0.2,0.0776072620591412,0.0969452749341121,0.111322347811852,0.888677652188148,0.903054725065888,0.922392737940859
206.5,2630.846,5,10,0.5356,0.326916899,0.4,0.0710104681666239,0.0877010679076225,0.100526835269077,0.899473164730923,0.912298932092378,0.928989531833376
207.5,2637.399,9,18,0.6564,0.149440090777778,0,0.070624679117435,0.085750604254053,0.0985956667924761,0.901404333207524,0.914249395745947,0.929375320882565
208.5,2643.951,7,14,0.675,0.118258558,0,0.0630853541489411,0.0770557103935783,0.0898870029363466,0.910112997063653,0.922944289606422,0.936914645851059
209.5,2650.504,29,58,4.751,0.163379355,0,0.0443483043052085,0.0574799194733834,0.0676662346188972,0.932333765381103,0.942520080526617,0.955651695694791
210.5,2656.866,16,32,1.5754,0.174907695375,0.0625,0.0227572669616831,0.036262317865872,0.042982101432657,0.957017898567343,0.963737682134128,0.977242733038317
211.5,2663.039,17,34,1.7296,0.196699122882353,0.117647058823529,0.00728551099094373,0.0204286646117057,0.0248474730401492,0.975152526959851,0.979571335388294,0.992714489009056
212.5,2669.211,15,30,1.7724,0.122575653133333,0,0.00361796775074052,0.0164346569801365,0.0202850530855665,0.979714946914434,0.983565343019864,0.996382032249259
213.5,2675.383,10,20,0.942,0.1663694083,0,0.0106265049396406,0.0231685694001919,0.0279775357018891,0.972022464298111,0.976831430599808,0.989373495060359
214.5,2681.556,37,74,4.4498,0.170718554810811,0.027027027027027,0.024788834051985,0.0381856471025771,0.0445947098784819,0.955405290121518,0.961814352897423,0.975211165948015
215.5,2687.728,20,40,1.6726,0.2978570342,0.1,0.0500342293574817,0.0647431980802861,0.0741394198351539,0.925860580164846,0.935256801919714,0.949965770642518
216.5,2693.9,16,32,4.8756,0.170148192,0,0.0887381713757093,0.106376031796768,0.120948144920853,0.879051855079147,0.893623968203232,0.911261828624291
217.5,2700.073,10,20,0.983,0.2259573074,0.1,0.150585770367474,0.175003840934109,0.196928727406012,0.803071272593988,0.824996159065891,0.849414229632526
218.5,2706.245,16,32,1.0676,0.2780504631875,0.1875,0.236674522318761,0.270438206886609,0.305044162418669,0.694955837581331,0.729561793113391,0.763325477681239
219.5,2712.417,8,16,0.8954,0.35848090175,0.375,0.324839257678776,0.368095852028994,0.413717176471704,0.586282823528296,0.631904147971006,0.675160742321224
220.5,2718.066,11,22,1.0498,0.341996116363636,0.363636363636364,0.387298102374651,0.437912456814893,0.490639101303646,0.509360898696354,0.562087543185107,0.612701897625349
221.5,2723.19,8,16,1.173,0.587889769875,0.75,0.415604684935067,0.464888579650982,0.516467557187169,0.483532442812831,0.535111420349018,0.584395315064933
222.5,2728.315,6,12,0.61,0.299796436333333,0.333333333333333,0.418966412183753,0.46160550273901,0.507601602395694,0.492398397604306,0.53839449726099,0.581033587816247
223.5,2733.44,14,28,3.3002,0.319559534071429,0.214285714285714,0.407114103246575,0.44222592245544,0.48124074214643,0.51875925785357,0.557774077544561,0.592885896753425
224.5,2738.564,26,52,2.8816,0.367079262615385,0.384615384615385,0.391442678237608,0.419809644537112,0.451401342689889,0.548598657310111,0.580190355462888,0.608557321762392
225.5,2743.689,12,24,1.9542,0.346323987333333,0.25,0.380860500551683,0.405219874340225,0.431241240996826,0.568758759003174,0.594780125659775,0.619139499448317
226.5,2748.814,16,32,1.6372,0.376873805625,0.375,0.389344493101316,0.412030177736174,0.43906054407982,0.56093945592018,0.587969822263826,0.610655506898684
227.5,2753.938,19,38,1.9,0.372923932052632,0.368421052631579,0.428972926341797,0.452476132554209,0.483133219725139,0.516866780274861,0.547523867445791,0.571027073658203
228.5,2759.063,26,52,2.9744,0.393867091076923,0.384615384615385,0.466508876750589,0.4908324447578,0.526587146831228,0.473412853168772,0.5091675552422,0.533491123249411
229.5,2764.188,26,52,2.5566,0.526249317346154,0.615384615384615,0.490728270316022,0.516319727518397,0.554909920674592,0.445090079325408,0.483680272481603,0.509271729683978
230.5,2769.364,25,50,1.8924,0.39079385372,0.44,0.502929046243744,0.528998706064335,0.568392270860929,0.431607729139071,0.471001293935665,0.497070953756256
231.5,2774.591,21,42,2.5622,0.394545941047619,0.380952380952381,0.479889225003182,0.503674147675622,0.539540454737726,0.460459545262274,0.496325852324378,0.520110774996818
232.5,2779.818,43,86,4.0224,0.485844046604651,0.488372093023256,0.426891165973984,0.447585685751637,0.476857584663521,0.523142415336479,0.552414314248363,0.573108834026016
233.5,2785.046,63,126,6.25,0.33498715684127,0.285714285714286,0.400841773297886,0.419219693597086,0.444166653374882,0.555833346625118,0.580780306402914,0.599158226702114
234.5,2790.273,21,42,1.8254,0.46573762947619,0.523809523809524,0.439561033506758,0.458217429176382,0.483742552358586,0.516257447641414,0.541782570823618,0.560438966493242
235.5,2795.5,16,32,1.285,0.473403376375,0.5625,0.493201918083781,0.515515306632261,0.546235991306985,0.453764008693015,0.484484693367739,0.506798081916219
236.5,2800.728,15,30,1.518,0.3551798,0.333333333333333,0.495905229906206,0.51969025399226,0.554000832389292,0.445999167610708,0.48030974600774,0.504094770093794
237.5,2805.955,21,42,1.7658,0.485987630333333,0.571428571428571,0.443482643634992,0.4683898819259,0.502269978992332,0.497730021007668,0.5316101180741,0.556517356365008
238.5,2811.182,29,58,2.5872,0.353829873344828,0.344827586206897,0.414034631221119,0.441495108284165,0.478381767741749,0.521618232258251,0.558504891715835,0.585965368778881
239.5,2816.41,25,50,2.7058,0.391633529,0.4,0.457078804277396,0.487187047784491,0.5306846016981,0.4693153983019,0.512812952215509,0.542921195722604
240.5,2821.435,28,56,3.0724,0.460377896607143,0.464285714285714,0.523306785691733,0.556725247812316,0.605955418922406,0.394044581077594,0.443274752187684,0.476693214308267
241.5,2826.258,23,46,2.3314,0.551291464695652,0.565217391304348,0.568909512540195,0.603456033080514,0.653603703777209,0.346396296222791,0.396543966919486,0.431090487459805
242.5,2831.081,33,66,2.7658,0.549601859393939,0.696969696969697,0.599356769267077,0.631522122707439,0.678314900187202,0.321685099812798,0.368477877292561,0.400643230732923
243.5,2835.903,26,52,2.1044,0.408782136461538,0.346153846153846,0.621171944283454,0.650023310498958,0.691820756059337,0.308179243940663,0.349976689501042,0.378828055716546
244.5,2840.726,40,80,4.7674,0.54781815715,0.625,0.644649154201108,0.672359736867252,0.708830106012585,0.291169893987415,0.327640263132748,0.355350845798892
245.5,2845.549,57,114,5.864,0.522436919473684,0.649122807017544,0.673693251574095,0.700650729975326,0.733951108378308,0.266048891621692,0.299349270024674,0.326306748425905
246.5,2850.372,41,82,3.2896,0.477724883414634,0.536585365853659,0.691750458872515,0.721308138562706,0.755633139612544,0.244366860387456,0.278691861437294,0.308249541127485
247.5,2855.195,32,64,3.947,0.5238231804375,0.65625,0.692027853529953,0.723198638603654,0.758125096205807,0.241874903794193,0.276801361396346,0.307972146470047
248.5,2860.018,23,46,2.238,0.501708574913043,0.565217391304348,0.672850426755614,0.705522532100802,0.742489037317232,0.257510962682768,0.294477467899198,0.327149573244386
249.5,2864.841,23,46,2.6112,0.571209973695652,0.652173913043478,0.630192561903498,0.662670501335214,0.699907231021945,0.300092768978055,0.337329498664786,0.369807438096502
250.5,2869.723,41,82,3.8516,0.485354233707317,0.463414634146341,0.567387911999287,0.596537682992958,0.63029411207411,0.36970588792589,0.403462317007042,0.432612088000713
251.5,2874.666,33,66,2.7438,0.405437415545455,0.424242424242424,0.549232000638577,0.576321778870057,0.606941268475174,0.393058731524826,0.423678221129943,0.450767999361423
252.5,2879.608,23,46,2.3444,0.541045027652174,0.652173913043478,0.640624626205578,0.669400717476361,0.70185518817036,0.29814481182964,0.330599282523639,0.359375373794422
253.5,2884.55,28,56,3.9758,0.573873623571429,0.678571428571429,0.780979495378333,0.813785551377515,0.850013942796456,0.149986057203544,0.186214448622485,0.219020504621667
254.5,2889.493,29,58,3.1228,0.572677135793103,0.724137931034483,0.851351283712762,0.884653622900708,0.922551172102609,0.0774488278973906,0.115346377099292,0.148648716287238
255.5,2894.435,46,92,4.3478,0.61149932376087,0.804347826086957,0.826166069875653,0.859514238973672,0.89445740528981,0.10554259471019,0.140485761026328,0.173833930124347
256.5,2899.378,22,44,2.1552,0.511030591590909,0.590909090909091,0.751493941536752,0.785476565329084,0.819058491560218,0.180941508439782,0.214523434670916,0.248506058463248
257.5,2904.32,26,52,2.2528,0.544351981461539,0.615384615384615,0.654696846315546,0.687086498756028,0.720415006661333,0.279584993338667,0.312913501243972,0.345303153684454
258.5,2909.263,44,88,3.9114,0.437975961295455,0.431818181818182,0.554161488651233,0.584632249236872,0.615536704036857,0.384463295963143,0.415367750763128,0.445838511348767
259.5,2914.205,53,106,5.8136,0.458007315339623,0.471698113207547,0.533103152502212,0.563214553960174,0.594374164929277,0.405625835070723,0.436785446039826,0.466896847497788
260.5,2919.124,19,38,1.8242,0.573652076052632,0.631578947368421,0.637978921499053,0.674327269107953,0.712138567600823,0.287861432399177,0.325672730892047,0.362021078500947
261.5,2924.019,52,104,5.6146,0.553582659846154,0.634615384615385,0.782450072172112,0.825463156752212,0.867940475406368,0.132059524593632,0.174536843247788,0.217549927827888
262.5,2928.915,31,62,3.2534,0.698959210483871,0.903225806451613,0.862915936364039,0.905957934817755,0.947738555112611,0.0522614448873886,0.0940420651822449,0.137084063635961
263.5,2933.81,46,92,4.8944,0.634405686826087,0.782608695652174,0.881411698416419,0.920333688764081,0.958036229748172,0.041963770251828,0.0796663112359189,0.118588301583581
264.5,2938.706,76,152,7.1292,0.633429109881579,0.763157894736842,0.870944392939003,0.903723207169557,0.938950090863944,0.0610499091360559,0.0962767928304433,0.129055607060997
265.5,2943.601,63,126,6.6658,0.629168460444444,0.793650793650794,0.859651706480939,0.888189545275105,0.921537268402927,0.0784627315970734,0.111810454724895,0.140348293519061
266.5,2948.497,53,106,5.2332,0.550223965773585,0.641509433962264,0.86076265429621,0.888167999573685,0.920941818010114,0.0790581819898862,0.111832000426315,0.13923734570379
267.5,2953.392,70,140,7.8148,0.655197059342857,0.814285714285714,0.86713070623049,0.895753958927181,0.930559944777529,0.0694400552224714,0.104246041072819,0.13286929376951
268.5,2958.288,41,82,4.8494,0.716324379170732,0.902439024390244,0.872424993851967,0.902980367950013,0.940144608268526,0.0598553917314744,0.0970196320499874,0.127575006148033
269.5,2963.183,47,94,4.684,0.584803748829787,0.702127659574468,0.87315093366004,0.905155286984862,0.943484963091385,0.0565150369086155,0.0948447130151377,0.12684906633996
270.5,2968.072,55,110,6.9922,0.650581081890909,0.8,0.873103874225119,0.905157753885365,0.94355489910111,0.0564451008988898,0.0948422461146352,0.126896125774881
271.5,2972.954,67,134,8.4416,0.656842511910448,0.805970149253731,0.887443647173596,0.918722009414807,0.956090684267293,0.0439093157327071,0.081277990585193,0.112556352826404
272.5,2977.836,35,70,4.3416,0.6454245532,0.771428571428571,0.901405120440737,0.930381606926062,0.965265265554474,0.034734734445526,0.069618393073938,0.0985948795592632
273.5,2982.718,37,74,4.2206,0.660897529756757,0.837837837837838,0.896491661198521,0.924184862860898,0.955644072971698,0.0443559270283024,0.075815137139102,0.103508338801479
274.5,2987.6,44,88,8.2904,0.648982473181818,0.772727272727273,0.884000583003939,0.910406574353868,0.937968636716345,0.0620313632836552,0.0895934256461323,0.115999416996061
275.5,2992.482,48,96,4.7528,0.6342867839375,0.75,0.882294552725357,0.908671675072949,0.937365216816061,0.0626347831839392,0.0913283249270513,0.117705447274643
276.5,2997.364,72,144,12.6408,0.645902511125,0.819444444444444,0.887550888644184,0.91606979098081,0.947657087646479,0.052342912353521,0.0839302090191902,0.112449111355816
277.5,3002.246,54,108,5.4374,0.624837592592593,0.777777777777778,0.890002729406133,0.922368831410924,0.957419415823994,0.0425805841760057,0.0776311685890756,0.109997270593867
278.5,3007.128,53,106,6.1716,0.640001176415094,0.830188679245283,0.883878210019554,0.921057204558877,0.960357703885532,0.0396422961144677,0.0789427954411231,0.116121789980446
279.5,3012.01,64,128,6.2942,0.604487035296875,0.703125,0.876285208688261,0.916252926811523,0.958338149716836,0.0416618502831637,0.0837470731884773,0.123714791311739
280.5,3016.773,44,88,5.6526,0.686894057272727,0.886363636363636,0.875360599088812,0.915680815041023,0.95758657390916,0.0424134260908403,0.0843191849589766,0.124639400911188
281.5,3021.418,50,100,5.4846,0.6374980718,0.76,0.883305597641281,0.921461830747065,0.960182483193638,0.0398175168063619,0.0785381692529353,0.116694402358719
282.5,3026.063,37,74,4.0484,0.626989556810811,0.783783783783784,0.892910371105167,0.927914932741552,0.963257620816273,0.0367423791837274,0.0720850672584483,0.107089628894833
283.5,3030.707,44,88,4.8628,0.666901915318182,0.818181818181818,0.898789938233304,0.930727725026154,0.962044650588787,0.0379553494112128,0.069272274973846,0.101210061766696
284.5,3035.352,59,118,6.2252,0.673138373440678,0.796610169491525,0.909386241308829,0.937785747086263,0.966796498742537,0.0332035012574629,0.0622142529137375,0.0906137586911714
285.5,3039.997,47,94,4.177,0.663087792851064,0.808510638297872,0.918799488904121,0.947127354803378,0.975905029125289,0.0240949708747115,0.052872645196622,0.0812005110958791
286.5,3044.642,36,72,4.3962,0.659815098444444,0.777777777777778,0.922426307627564,0.952113298328816,0.981800196829233,0.0181998031707672,0.0478867016711841,0.0775736923724356
287.5,3049.287,58,116,6.1528,0.665557668206897,0.862068965517241,0.926262393711879,0.958109063350377,0.990874708940536,0.00912529105946391,0.0418909366496232,0.0737376062881206
288.5,3053.931,48,96,5.0406,0.654773147875,0.770833333333333,0.927441297215459,0.961970161312778,0.998632359267631,0.0013676407323685,0.0380298386872218,0.0725587027845415
289.5,3058.576,54,108,5.9196,0.642764735444444,0.814814814814815,0.918807806048971,0.955471312700415,0.993883363593216,0.00611663640678362,0.0445286872995851,0.0811921939510288
290.5,3063.276,68,136,6.8942,0.664248172485294,0.852941176470588,0.89904127379324,0.934687797873853,0.97235464299441,0.02764535700559,0.065312202126147,0.10095872620676
291.5,3068.032,59,118,5.6156,0.629772498152542,0.76271186440678,0.888291385396394,0.921489111421415,0.957224561933143,0.0427754380668574,0.0785108885785851,0.111708614603606
292.5,3072.788,53,106,4.8264,0.638027462490566,0.773584905660377,0.908462199756678,0.938986551810712,0.971637177859373,0.0283628221406272,0.0610134481892879,0.0915378002433221
293.5,3077.543,66,132,8.4528,0.610112257969697,0.772727272727273,0.944131412995737,0.975332183694649,1,0,0.0246678163053506,0.0558685870042629
294.5,3082.299,54,108,4.9658,0.667073306722222,0.925925925925926,0.969028276026748,1,1,0,0,0.0309717239732517
295.5,3087.055,69,138,7.7588,0.643305720043478,0.826086956521739,0.959038149477472,0.994675101426481,1,0,0.0053248985735187,0.0409618505225284
296.5,3091.81,75,150,8.1654,0.640046411613333,0.786666666666667,0.919106482191391,0.958242403635825,1,0,0.0417575963641754,0.080893517808609
297.5,3096.566,48,96,5.4822,0.66262415775,0.8125,0.859538379681878,0.90056072995942,0.951056568431417,0.0489434315685828,0.0994392700405801,0.140461620318122
298.5,3101.322,52,104,5.537,0.554865883326923,0.576923076923077,0.783792996016015,0.825426002846237,0.876463184140341,0.123536815859659,0.174573997153763,0.216207003983985
299.5,3106.077,34,68,3.7636,0.591227240058824,0.764705882352941,0.713154653351346,0.754384251834338,0.803685217524715,0.196314782475285,0.245615748165662,0.286845346648654
300.5,3110.873,40,80,3.0414,0.437161168025,0.5,0.663245990482225,0.701787466875228,0.747747508943245,0.252252491056755,0.298212533124772,0.336754009517775
301.5,3115.71,53,106,4.785,0.500674385075472,0.566037735849057,0.61762726546736,0.652097618643865,0.693112391566936,0.306887608433064,0.347902381356135,0.38237273453264
302.5,3120.547,52,104,6.1676,0.485125874538462,0.538461538461538,0.558536153150548,0.587477148767701,0.621077984776749,0.378922015223251,0.412522851232299,0.441463846849452
303.5,3125.383,41,82,3.4304,0.443424497195122,0.414634146341463,0.484765528935773,0.508301003628388,0.535552648110879,0.464447351889121,0.491698996371612,0.515234471064227
304.5,3130.22,65,130,11.8206,0.370623412661538,0.292307692307692,0.447492378198507,0.468529634662937,0.492065509717609,0.507934490282391,0.531470365337063,0.552507621801493
305.5,3135.057,43,86,5.2216,0.519294006418605,0.534883720930233,0.505950227778683,0.529408317065128,0.55453332096128,0.44546667903872,0.470591682934872,0.494049772221317
306.5,3139.893,48,96,8.7378,0.507445901625,0.583333333333333,0.651140264217146,0.680310164653454,0.711724650467351,0.288275349532649,0.319689835346546,0.348859735782854
307.5,3144.73,46,92,4.8484,0.599521879673913,0.739130434782609,0.772899464599858,0.810102135025187,0.850194374557958,0.149805625442042,0.189897864974813,0.227100535400142
308.5,3149.567,42,84,4.9358,0.559188228833333,0.642857142857143,0.795091039728083,0.83543364236444,0.882072408677495,0.117927591322505,0.16456635763556,0.204908960271917
309.5,3154.403,50,100,4.8372,0.5876241177,0.72,0.768340996953672,0.810169939583725,0.858230352556021,0.141769647443979,0.189830060416275,0.231659003046328
310.5,3159.959,49,98,5.3884,0.583689976693878,0.673469387755102,0.75945926708069,0.801196920771205,0.848402513653661,0.151597486346339,0.198803079228795,0.24054073291931
311.5,3166.234,47,94,5.5524,0.604724038744681,0.659574468085106,0.805946409783618,0.845652561703264,0.891977943181249,0.108022056818751,0.154347438296736,0.194053590216382
312.5,3172.509,63,126,6.4616,0.671445053619048,0.793650793650794,0.867261662874707,0.906525969638774,0.951081946151686,0.0489180538483136,0.093474030361226,0.132738337125293
313.5,3178.784,50,100,6.2652,0.63962580656,0.82,0.937275070685618,0.973252117573494,1,0,0.0267478824265064,0.0627249293143824
314.5,3185.059,49,98,5.7706,0.628794396265306,0.816326530612245,0.950901454319606,0.985467124930234,1,0,0.0145328750697661,0.0490985456803938
315.5,3191.334,84,168,10.7282,0.644469780035714,0.80952380952381,0.884194934973763,0.914043015016383,0.946738495564171,0.0532615044358289,0.085956984983617,0.115805065026237
316.5,3197.609,86,172,10.009,0.596574265046512,0.651162790697674,0.849207903055861,0.87865836194194,0.910593658638388,0.0894063413616123,0.12134163805806,0.150792096944139
317.5,3203.884,80,160,11.1152,0.70889144835,0.9125,0.910911854047878,0.944723756699215,0.980600140407699,0.0193998595923009,0.0552762433007854,0.0890881459521223
318.5,3210.159,91,182,11.2252,0.668094535604396,0.846153846153846,0.953920396401512,0.992139338371383,1,0,0.00786066162861676,0.0460796035984884
319.5,3216.434,84,168,10.8782,0.644107961809524,0.761904761904762,0.920032453129193,0.958268624955588,1,0,0.0417313750444124,0.0799675468708071
320.5,3224.968,46,92,6.25,0.635616878043478,0.869565217391304,0.915051659554587,0.953379542641329,0.996188587644507,0.00381141235549265,0.0466204573586713,0.084948340445413
321.5,3235.758,45,90,5.9536,0.690376449511111,0.866666666666667,0.965043840767416,1,1,0,0,0.0349561592325841
